Committee Name|Committee ID|Date Received|Transaction Date|Amount|Type of Transaction|Description
VAN PHILLIPS FOR STATE SENATE (DISSOLVED)|12CAC01671|01/28/2013|12/31/2012|408|O|REFUND FROM POWELL BROADCASTING FOR OVERPAYMENT ON RADIO ADVERTISING
VAN PHILLIPS FOR STATE SENATE (DISSOLVED)|12CAC01671|01/28/2013|10/31/2012|441.65|A|REFUND FROM CAMPAIGN RESOURCES FOR OVERPAYMENT FOR FLYERS AND BROCHURES
CITIZENS FOR HASTINGS|10BQC00271|01/05/2011|12/22/2010|56.68|O|Dispersment-funds to Hastings Library 
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|01/12/2011|12/31/2010|-16.68|O|BANK CHARGES & BALANCE UNDER
JUSTIN COOK FOR SAUNDERS COUNTY ATTORNEY|10CAC01488|10/26/2010|10/19/2010|50|O|BANKING ERROR FOR DEPOSIT
CITIZENS FOR STABLE ECONOMIC GROWTH (DISSOLVED)|10BQC00286|01/03/2011|12/31/2010|-64.12|A|returned to southport west partners llc
SHEEHY FOR GOVERNOR|11CAC01599|01/18/2017|12/31/2016|87.7|A|Service Fees to Checking Account
ROMA AMUNDSON FOR COUNTY COMMISSIONER|12CAC01620|01/15/2013|12/31/2012|-20|A|net adjustment for data errors on 2 chec
ROMA AMUNDSON FOR COUNTY COMMISSIONER|12CAC01620|01/15/2013|12/31/2012|-11.8|A|error per reconciliation
SEILER FOR UNICAMERAL|12CAC01621|01/05/2017|11/02/2016|19.95|A|ADDED BACK IN VOIDED CHECK 5070 IN THE AMOUNT OF 19.95. CHECK WAS WRITTEN TO IDEA BANK ON OCT 9, 2016 AND REPORTED AS AN EXPENSE ON THE FIRST GENERAL REPORT.
JUDY DOMINA FOR LEGISLATURE|12CAC01669|06/26/2012|05/01/2012|.04|A|set up online processing
KATIE FOR LPS|11CAC01572|06/12/2015|06/09/2015|208|A|duplicate payment check 1016 5/14 voided
JERRY JOHNSON FOR LEGISLATURE|12CAC01605|01/21/2014|01/01/2013|594.25|A|THE ACTUAL CASH BALANCE AS OF 12-31-2012 WAS 1,779.74 HOWEVER THE CAMPAIGN STATEMENT SHOWED 1,185.49, THUS AN ADJUSTMENT OF 594.25.  THE 2012 CAMPAIGN YEAR WILL BE RECONCILED AT A LATER DATE TO FIND THE ERROR.
JERRY JOHNSON FOR LEGISLATURE|12CAC01605|01/14/2013|12/31/2012|1292.34|A|THE CAMPAIGN REPORT OF OCT 2, 2012 TO OCT 22, 2012 INCORRECTLY LISTED CAMPAIGN CONTRIBUTIONS AS IN KIND 
NE CANNABIS INITIATIVE (DISSOLVED)|11BQC00297|12/28/2011|09/01/2011|0|O|NA  
FRIENDS FOR SUE CRAWFORD|12CAC01609|01/30/2015|12/31/2014|615.25|A|repayment of expenditure to visions
AL DAVIS FOR LEGISLATURE|12CAC01650|01/17/2017|01/03/2017|5|A|RETURN OF BANK FEE CHARGED 12/30/2016
AL DAVIS FOR LEGISLATURE|12CAC01650|01/16/2017|12/31/2016|-7.62|A|STRIPE FEES
AL DAVIS FOR LEGISLATURE|12CAC01650|01/16/2017|12/31/2016|1156.85|A|VOID CK 1067 CARRIED AS AN OUTSTANDING CK FOR 2 REPORTS
AL DAVIS FOR LEGISLATURE|12CAC01650|01/16/2017|12/30/2016|-5|A|BANK FEE
AL DAVIS FOR LEGISLATURE|12CAC01650|10/31/2016|10/24/2016|1017.3|A|OVERSTATED EXPENDITURE PRIOR PERIOD INCREASE CASH
AL DAVIS FOR LEGISLATURE|12CAC01650|10/31/2016|10/24/2016|-30.42|A|COLLECTION FEES ONLINE CONTRIBUTIONS REDUCE CASH
KINTNER FOR LEGISLATURE|12CAC01658|01/23/2017|12/31/2016|-250|A|eli lily company from 2015
KINTNER FOR LEGISLATURE|12CAC01658|01/23/2017|12/31/2016|-18.5|A|reconcile cash balance
KINTNER FOR LEGISLATURE|12CAC01658|10/27/2014|10/02/2014|20|A|refund from hyvee for overpayment of bil
BUFFINGTON FOR MAYOR 2011 (DISSOLVED)|11CAC01566|06/10/2011|06/07/2011|17.68|A|check printed
RAVENSCROFT FOR LEGISLATURE|12CAC01625|10/04/2012|10/02/2012|50|A|BANK RECONCILIATION
RAVENSCROFT FOR LEGISLATURE|12CAC01625|01/04/2013|01/04/2013|-1000|A|OVER STATEMENT OF PREVIOUS LINE 2C OF FINANCIAL SUMMARY
DAVID CORBIN FOR OPPD|12CAC01632|04/16/2012|03/01/2012|35|B|CASH CONTRIBUTIONS AT A FUND RAISER.
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|05/05/2010|42.95|O|Office Depot - Envelopes
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|05/03/2010|75|O|contribution refund - C. Ligon
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|06/21/2010|04/29/2010|88|O|stamps
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/26/2010|41.73|A|wire for yard signs
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/16/2010|39.6|A|postage for thank you cards
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|05/05/2010|04/15/2010|41.7|A|misc. campaign supplies
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|04/10/2010|100|O|Filing Fee for Office
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|03/29/2010|176|O|postage for invitations
HARTFIELD FOR LEGISLATURE (2010)|10CAC01432|04/12/2010|03/26/2010|135.5|O|printing of invitation
PAUL R. KIMMONS COMMITTEE|10CAC01434|06/22/2010|06/01/2010|1442.28|A|
FRIENDS OF BOB GIESE (DISSOLVED)|10CAC01435|05/05/2010|04/12/2010|7780.53|A|Beg Balance from Giese for Legislature
LYDIA BRASCH FOR LEGISLATURE|10CAC01440|01/21/2016|03/23/2015|1000|A|REFUND A CONTRIBUTION
MARTHA SLOSBURG CAMPAIGN FOR DISTRICT 66 (DISSOLVE|10CAC01433|01/05/2011|07/11/2011|79.71|A|donate to american red cross-heartland 
JOSH EICKMEIER FOR MAYOR|09CAC01378|01/31/2012|12/31/2011|-100|A|reconcile to bank account
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|12/28/2013|172.04|O|printing for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|12/27/2013|112.36|O|banner for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|10/21/2013|161|O|campaign information cards
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|12/11/2013|162.5|O|campaign manager time for kick off
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|11/16/2013|57.5|O|invitations to campaign kick off
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/07/2014|11/20/2013|149.56|O|supplies for campaign
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/19/2012|01/20/2011|286.43|A|victory party post cards
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/19/2012|01/04/2011|474|A|sepplies for victory party
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/12/2010|100|A|Contribution
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|06/01/2010|96.3|A|tshirts
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|06/01/2010|77.74|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|06/21/2010|05/18/2010|294.25|A|tshirts
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/20/2010|-15.84|A|Sign Expense
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|05/04/2010|04/20/2010|-38.81|A|Telephone Expense
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/22/2010|12/31/2009|-362.23|A|Office supplies, decorations-fundraiser
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/22/2010|12/31/2009|12315|A|All other cont., less-$250 pd by individ
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/11/2011|11/05/2010|77.69|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|01/11/2011|10/27/2010|163.25|A|supplies for victory party
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|10/04/2010|08/24/2010|-64|A|po box renewal
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|10/04/2010|08/01/2010|-116.71|A|telephone
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|04/08/2010|04/05/2010|-22.21|A|Meeting w/campaign staff
COMMITTEE TO ELECT PJ MORGAN|09CAC01379|04/08/2010|04/06/2010|1990|A|All other cont. less than $250.pd by ind
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|06/21/2010|05/11/2010|-100|O|anonymous cont donated to Asian Communit
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|06/21/2010|05/04/2010|100|B|
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/06/2011|12/31/2010|207.75|A|RERUND OF EXPENSES PREVIOUSLY PAID
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/26/2010|12/24/2009|.17|O|PayPal verification deposit
BOUCHER FOR COUNTY ATTORNEY|09CAC01385|01/26/2010|12/24/2009|.1|O|PayPal verification deposit
KELLY FOR COUNTY ATTORNEY|09CAC01377|01/30/2012|12/31/2011|.26|A|balance to bank statement
BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA|09CAC01380|02/16/2017|09/22/2016|450|A|CASH FROM CANDIDATE GOLF TOURNAMENT
BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA|09CAC01380|10/27/2014|10/19/2014|9.9|A|Bank fee and ten cent reporting error.
BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA|09CAC01380|01/29/2013|12/31/2012|-300|A|invalid expenditure 2B reimbursed from K
BOB KRIST FOR LEGISLATURE(NOW KRIST FOR NEBRASKA|09CAC01380|10/27/2014|10/20/2014|1000|A|2013 DCRP expense prev. omit from Line14
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|04/13/2010|04/06/2010|8360|A|Sales of gift cards
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|02/01/2010|12/31/2009|427.5|A|Sale of gift cards
ADAMS CENTRAL PATRONS &AMP; TEACHERS FOR STUDENTS 2010|09BQC00254|02/01/2010|12/21/2009|712.5|A|Sale of gift cards
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|06/22/2010|06/07/2010|262.73|A|Refund from the United States Postal Ser
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|10/19/2010|08/05/2010|308.06|A|Refund from Time Warner Cable
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|10/19/2010|06/16/2010|244.74|A|Refund from Black Hills Energy
CITIZENS FOR JOBS AND THE LINCOLN HAYMARKET ARENA(|09BQC00256|10/19/2010|08/06/2010|322.3|A|Refund from Center-Point Communications
BRADLEY FOR NEBRASKA LEGISLATURE (DISSOLVED)|10CAC01397|09/10/2010|09/09/2010|419.76|A|Returned to Candidate
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|06/23/2010|06/15/2010|76000|O|removal of nonindividual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|06/23/2010|06/15/2010|34000|O|removal of individual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|06/23/2010|06/15/2010|47000|O|removal of individual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|02/01/2011|01/31/2011|15000|A|Voided Check
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|02/01/2011|07/01/2010|1118.25|A|refund of overpayment to vendor
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|02/01/2011|01/31/2011|251000|O|removal of nonindividual pledges
LAKERS FOR GOVERNOR (DISSOLVED)|10CAC01409|02/01/2011|01/31/2011|101000|O|removal of individual pledges
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/06/2009|.18|A|paypal verifybank
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/30/2009|-.7|A|fdic premium
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|02/27/2009|-.63|A|fdic premium
BEN GRAY FOR CITY COUNCIL|09CAC01361|03/09/2009|01/06/2009|.16|A|paypal verifybank
ANDY STEBBING FOR COUNTY TREASURER|09CAC01390|01/04/2018|12/31/2017|-158.97|A|balance to bank statement
ANDY STEBBING FOR COUNTY TREASURER|09CAC01390|04/07/2014|01/07/2014|75|A|returned check from wahoo public school
ANDY STEBBING FOR COUNTY TREASURER|09CAC01390|06/18/2014|05/20/2014|900|O|HELD A JOINT PRIMARY ELECTION NIGHT GATHERING WITH SHERIFF TERRY WAGNER.  THE NINE HUNDRED DOLLARS WAS A REIMBURSEMENT OF ONE HALF OF ALL EXPENSES.
RON HUG FOR METRO BOARD|10CAC01430|05/12/2017|12/31/2016|-.3|A|NOT LISTED
DAN WELCH FOR MAYOR|12CAC01693|02/03/2014|12/18/2013|147.23|O|reconciling bank account balance
DAN WELCH FOR MAYOR|12CAC01693|05/14/2013|03/21/2013|8.92|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|05/14/2013|04/18/2013|2.31|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|03/05/2013|02/26/2013|207.4|A|Insurance Overpayment 
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|12/20/2012|11.33|O|interest
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|10/18/2012|4.48|O|interest
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|09/20/2012|4.75|O|interest
DAN WELCH FOR MAYOR|12CAC01693|02/03/2014|08/05/2013|122.87|A|cancellation refund
DAN WELCH FOR MAYOR|12CAC01693|05/14/2013|05/03/2013|103.71|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|07/20/2012|.04|O|interest
DAN WELCH FOR MAYOR|12CAC01693|05/14/2013|05/08/2013|801.9|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|05/14/2013|04/23/2013|407|A|Cacellation Refund
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|11/15/2012|5.56|O|interest
DAN WELCH FOR MAYOR|12CAC01693|03/05/2013|02/21/2013|11.63|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|03/05/2013|01/17/2013|15.58|O|Interest
DAN WELCH FOR MAYOR|12CAC01693|02/04/2013|08/16/2012|2.21|O|interest
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/28/2016|12/31/2015|1000|A|mistaken contribution repayment
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-1000|A|refund contribution-ron jensen
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-50|A|Refund Contribution - Patrick Hughes
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|08/26/2013|148.65|A|advertising refund
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|01/02/2013|170.5|A|refund of media buy
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-50|A|Refund Contribution - Russ McKillip
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|03/23/2012|112.35|A|Refund for Printing Services
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|01/30/2013|120|A|refund of advertising
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|10/02/2013|2616|A|advertising refund
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-200|A|Refund Contribution - Roy Price
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/12/2012|68|A|Refund Media Buy
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|03/13/2013|248|A|advertising refund
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|02/07/2013|220|A|advertising refund
MIKE FLOOD FOR NEBRASKA|12CAC01694|01/29/2014|01/10/2013|90.8|A|refund of media buy
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-2000|A|refund contribution-Casey knake
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|10/08/2012|1000|A|Refund Deb Fischer Event Ticket
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/12/2012|91|A|Refund Media Buy
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-500|A|refund contribution-delayne deitloff
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-10000|A|refund contribution- mike wilke
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-1000|A|refund contribution-thomas henning
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-250|A|Refund Contribution - Johnsons Inc
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|12/27/2012|-200|A|Refund Contribution - Jessica Mieske
MIKE FLOOD FOR NEBRASKA|12CAC01694|02/01/2013|03/09/2012|133.2|O|Adj.  Travel reimb. 10-3-11
NEBRASKANS TO PRESERVE TERM LIMITS-NPTL (DISSOLVED|12BQC00324|02/19/2013|11/18/2012|816|O|Refund for unused Radio Ads KRVN, Lexing
NEBRASKANS TO PRESERVE TERM LIMITS-NPTL (DISSOLVED|12BQC00324|02/19/2013|12/31/2012|4939.25|O|Repay back to Tom Carlson for Legislatur
MELTON FOR OMAHA|13CAC01764|02/04/2019|07/25/2017|1876.6|O|POSTAGE REFUND FROM A CAMPAIGN MAILER
MELTON FOR OMAHA|13CAC01764|01/31/2017|07/06/2016|300|O|check on wrong account,corrected 1-30-17
MELTON FOR OMAHA|13CAC01764|03/06/2017|01/30/2017|300|A|correction noted on 2016 statement
MELTON FOR OMAHA|13CAC01764|02/02/2015|12/31/2013|8.27|A|bank statement reconciliation
FRIENDS OF RICH PAHLS (OMAHA CITY COUNCIL)|13CAC01771|06/24/2013|05/20/2013|507.97|A|refund of postage
PANSING BROOKS FOR LEGISLATURE|13CAC01803|10/09/2018|06/26/2018|1000|A|AN AMENDMENT TO THE REPORT FOR THE PERIOD 6/19/2018 WAS MADE BY EMAIL SENT TO JAMES STEJKSTAL ON 6/26/2018.  THIS ADJUSTMENT WAS NECESSARY TO REFLECT THE DEPOSIT DESCRIBED IN THE EMAIL.
PANSING BROOKS FOR LEGISLATURE|13CAC01803|10/09/2018|08/28/2018|84.75|A|REIMBURSE- INELIGIBLE EXPENSE
PANSING BROOKS FOR LEGISLATURE|13CAC01803|01/30/2014|12/31/2013|-72.1|O|PAYPAL CHARGES DURING 2013
PANSING BROOKS FOR LEGISLATURE|13CAC01803|01/30/2014|03/22/2013|.27|O|DEPOSIT FROM PAYPAL TO VERIFY PAYPAL ACCOUNT WAS WORKING
PANSING BROOKS FOR LEGISLATURE|13CAC01803|10/27/2014|10/20/2014|-8.88|A|PAYPAL CHARGES
PANSING BROOKS FOR LEGISLATURE|13CAC01803|04/14/2014|04/04/2014|-28.87|O|PAYPAL CHARGES, JANUARY 1, 2014 TO APRIL 4, 2014
PANSING BROOKS FOR LEGISLATURE|13CAC01803|01/12/2015|10/21/2014|-27.28|A|LINE 25 OF THE 10/20/2014 REPORT SHOWED A CORRECTED BALANCE OF 39,775.63.  THE CORRECT CASH BALANCE WAS 39,751.13, A 24.50 REDUCTION AND PAYPAL ADJUSTMENT OF 2.78
PANSING BROOKS FOR LEGISLATURE|13CAC01803|10/06/2014|09/30/2014|-79.77|A|PAYPAL CHARGES
PANSING BROOKS FOR LEGISLATURE|13CAC01803|10/06/2014|09/30/2014|200|A|THE ACTUAL DEPOSITS ON JANUARY 27, 2014 AND SEPTEMBER 2, 2014 WERE EACH 100 MORE THAN THE CHECKS WE HAVE LISTED AND WE CAN NOT FIND THE DIFFERENCE.  THEREFORE, AN ADJUSTMENT INCREASING THE CASH BALANCE ON THE REPORT BY 200 IS BEING MADE.
FRIENDS FOR CRYSTAL RHOADES (PSC)|13CAC01812|01/22/2019|12/31/2018|-20.45|A|UNREALIZED GAINS AND LOSSES
FRIENDS FOR CRYSTAL RHOADES (PSC)|13CAC01812|01/29/2016|12/31/2015|431.67|A|change in the value in account
FRIENDS FOR CRYSTAL RHOADES (PSC)|13CAC01812|10/22/2014|10/01/2014|-89.13|A|THE PREVIOUS REPORT WE FILED HAD THE CORRECT ENDING CASH BALANCE, HOWEVER, THE FIGURE PULLED OVER TO THIS REPORT AS OUR BEGINNING BALANCE WAS OFF BY THIS AMOUNT.
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|09/13/2013|09/13/2013|584321.6|A|Transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|09/13/2013|09/13/2013|10000|A|Transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|09/13/2013|09/13/2013|15901.37|O|Asset transfer to McCoy for Governor
CHARLES W. HERBSTER FOR GOVERNOR, INC.|13CAC01814|09/13/2013|09/13/2013|265282.4|O|Service Contract Transfer McCoy for Gove
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-250|A|RETURNED UNDEPOSITED CHECK TO NE ASSOCIATION OF NURSE ANESTHETISTS
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-5000|A|RETURNED UNDEPOSITED CHECK TO NEBRASKA REALTORS PAC
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-1000|A|RETURNED UNDEPOSITED CHECK TO LORELEE BYRD
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSIETED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPOSITED CHECK TO KIEWITT CORP
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-200|A|RETURNED UNDEPOSITED CHECK TO KELLY PLUCKER LLC
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPOSITED CHECK TO JOHN BACHMAN
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPOSITED CHECK TO HAL DAUB
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-250|A|RETURNED UNDEPOSITED CHECK ELI LILLY
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-200|A|RETURNED UNDEPOSITED CHECK TO HUSCH BLACKWELL
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPOSITED CHECK TO SHANE OSBORN
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-250|A|RETURNED UNDEPOSITED CHECK TO NOWAKA AND EDWARDS
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-1000|A|RETURNED UNDEPOSITED CHECK TO NE STATE BANKERS ASSN
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK TO STOTHERT FOR OMAHA
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-1000|A|RETURNED UNDEPOSITED CHECK TO ALTRIA
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-50|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPOSITED CHECK TO VICKI VANDERFORT
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-250|A|RETURNED UNDEPOSITED CHECK TO ROB ROHRBOUGH
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-500|A|RETURNED UNDEPSOITED CHECK TO PEETZ AND CO
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-1000|A|RETURNED UNDEPOSITED CHECK TO NE OPOTMETRIC ASSN PAC
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|09/08/2017|-100|A|RETURNED UNDEPOSITED CHECK
JONI CRAIGHEAD FOR LEGISLATURE|13CAC01815|01/31/2018|01/01/2017|3600.21|A|LINE 18 ON THE 2016 ANNUAL STATEMENT SHOULD HAVE BEEN 18000.65 FROM LINE 25 OF THE 2015 STATEMENT. THE DIFFERENCE OF 3600.21 IS REFLECTED HERE. 
DUBAS FOR GOVERNOR (NOW FOR LEGISLATURE -2014)|13CAC01821|01/29/2014|12/31/2013|500|O|Anonymous contrib donated to charity
JOE NIGRO FOR PUBLIC DEFENDER|13CAC01822|01/17/2018|12/31/2017|20|A|refund of service charges
JOE NIGRO FOR PUBLIC DEFENDER|13CAC01822|01/12/2015|12/31/2014|200|A|Ashford tickets check never cashed
JOE NIGRO FOR PUBLIC DEFENDER|13CAC01822|10/24/2014|10/20/2014|200|A|200 check for mel luetchens not cashed
HUGHES FOR LEGISLATURE|13CAC01825|06/25/2018|06/07/2018|43.76|A|THIS AMOUNT WAS REFUNDED TO THE CAMPAIGN COMMITTEE BECAUSE A NEWSPAPER FAILED TO RUN AN AD THAT WAS PAID FOR BEFORE THE PRIMARY ELECTION DATE.
HUGHES FOR LEGISLATURE|13CAC01825|01/31/2018|02/18/2017|254.51|A|PERSONAL EXPENDITURES PAID BY COMMITTEE IN 2016.  DAN HUGHES REIMBURSED THE COMMITTEE IN 2017.  AMOUNT WAS SHOWN AS A NEGATIVE ADJUSTMENT ON PREVIOUS REPORT.  NOW CORRECTIVE PAYMENT HAS BEEN MADE AND ACCOUNTING HAS BEEN RECTIFIED.
HUGHES FOR LEGISLATURE|13CAC01825|01/31/2017|12/31/2016|-254.51|A|PERSONAL EXPENDITURES PAID BY COMMITTEE.  DAN HUGHES WILL REIMBURSED THE COMMITTEE.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|02/02/2015|01/28/2015|-734.51|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE DATE FOR THIS TRANSACTION WAS INCORRECT.  THE RECORD HAS BEEN UPDATED.  THIS EXPENSE WAS PAID TO DEMOCRACY ENGINE FOR CREDIT CARD DONATION FEES.
NABITY FOR OMAHA (FOR MAYOR)|12CAC01690|02/02/2015|01/28/2015|-300|A|PER INSTRUCTIONS RECEIVED BY THE NADC THIS ADJUSTMENT IS BEING MADE DUE TO A CLERICAL ERROR IN THE RECORD. THE RECORD HAS BEEN UPDATED.  THE DOLLARS WERE SPENT ON TICKETS TO A CATHOLIC CHARITIES EVENT.
