Form A1 ID Number|Date Received|Candidate ID|Candidate Last Name|Candidate First Name|Candidate Middle Initial|Support/Oppose|Office Sought|Office Title|Office Description
99CAC00431|03/03/2000|99FIS08157|SIELER|JOHN|H|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |ASSESSOR/REGISTER OF DEEDS|DOUGLAS
14CAC01870|02/14/2014|99FIS08157|SIELER|JOHN|H|0|02|02|PUBLIC SERVICE COMMISSION
08CAC01105|04/01/2008|99FIS08157|SIELER|JOHN|H|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00648|11/18/2003|99FIS08173|FISCHER|DEBRA|S|0|43-LEGISLATURE                                    |43|LEGISLATURE
12CAC01696|08/02/2012|99FIS08212|CHRISTENSEN|FRED|L|0|SUBDIVISION #11|SUBDIVISION #11|NEBRASKA PUBLIC POWER DISTRICT
99CAC00501|07/20/2000|99FIS08225|BOYD|INEZ|M|0|COUNTY COMMISSIONER DIST. #03-SARPY               |COUNTY COMMISSIONER DIST. #03|SARPY
99CAC00595|04/16/2002|99FIS09177|KREMER|CAROL|A|0|COUNTY CLERK OF DISTRICT COURT-SARPY              |COUNTY CLERK OF DISTRICT COURT|SARPY
99CAC00606|05/28/2002|99FIS09200|JACOBSON|NANCY| |0|SCHOOL BOARD DISTRICT #05-OMAHA                   |SCHOOL BOARD DISTRICT #05|OMAHA
99CAC00623|10/10/2002|99FIS09208|JOHNSON|JOEL|T|0|37-LEGISLATURE                                    |37|LEGISLATURE
99CAC00618|09/09/2002|99FIS09235|LOUDEN|LEROY|J|0|49-LEGISLATURE                                    |49|LEGISLATURE
18CAC02362|01/02/2018|99FIS09237|WATERMEIER|DANIEL|W|0|06|06|PUBLIC SERVICE COMMISSION
12CAC01657|04/11/2012|99FIS09237|WATERMEIER|DANIEL|W|0|01|01|LEGISLATURE
99CAC00621|09/18/2002|99FIS09260|MARTINEZ|MARK| |0|SCHOOL BOARD DISTRICT #07-OMAHA                   |SCHOOL BOARD DISTRICT #07|OMAHA
99CAC00627|10/21/2002|99FIS09264|GREEN|CAROLYN| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00629|10/21/2002|99FIS09265|BLINN|JAMES| |0|MAYOR-PAPILLION                                   |MAYOR|PAPILLION
12CAC01661|04/16/2012|99FIS09267|NOLTE|RONALD|W|0|02|02|LEGISLATURE
14CAC01863|01/28/2014|99FIS09267|NOLTE|RONALD|W|0|02|02|LEGISLATURE
99CAC00632|11/12/2002|99FIS09273|WAITE|NANCY| |0|CITY COUNCIL 2ND WARD-NORTH PLATTE                |CITY COUNCIL 2ND WARD|NORTH PLATTE
99CAC00633|11/14/2002|99FIS09275|ALLYN|CAL| |0|CITY COUNCIL-NORFOLK                              |CITY COUNCIL|NORFOLK
99CAC00636|12/24/2002|99FIS09277|MOSSEY|RAYMOND|F|0|03-LEGISLATURE                                    |03|LEGISLATURE
99CAC00634|11/20/2002|99FIS09278|STRAWN|JOHN| |0|CITY COUNCIL, WARD IV-PAPILLION                   |CITY COUNCIL, WARD IV|PAPILLION
99CAC00635|12/16/2002|99FIS09284|STRAND|JIM| |0|CITY COUNCIL DISTRICT #03-LINCOLN                 |CITY COUNCIL DISTRICT #03|LINCOLN
99PAC00132|05/05/2003|99FIS09284|STRAND|JIM| |0|CITY COUNCIL DISTRICT #03-LINCOLN                 |CITY COUNCIL DISTRICT #03|LINCOLN
99CAC00643|03/31/2003|99FIS09298|JOHNSON|KEVIN| |0|CITY COUNCIL DISTRICT #02-LINCOLN                 |CITY COUNCIL DISTRICT #02|LINCOLN
99PAC00132|05/05/2003|99FIS09306|BECK|SANINE|S|0|CITY COUNCIL DISTRICT #04-LINCOLN                 |CITY COUNCIL DISTRICT #04|LINCOLN
08CAC01111|04/08/2008|99FIS09358|HADLEY|GALEN|D|0|37|37|LEGISLATURE
18CAC02412|12/31/9999|99FIS09372|MURMAN|DAVID|L|0|38|38|LEGISLATURE
18CAC02412|04/18/2018|99FIS09372|MURMAN|DAVID|L|0|38|38|LEGISLATURE
99CAC00645|09/03/2003|99FIS09389|SHANNON|PATRICK|M|0|45-LEGISLATURE                                    |45|LEGISLATURE
16CAC02192|01/01/1900|99FIS09389|SHANNON|PATRICK|M|0|AT LARGE|AT LARGE|BELLEVUE
99CAC00612|07/02/2002|99FIS09396|GROLLMES|TIM| |0|SCHOOL BOARD DISTRICT #07-OMAHA                   |SCHOOL BOARD DISTRICT #07|OMAHA
99CAC00609|06/21/2002|99FIS09399|CAVANAUGH|TIM| |0|AT LARGE-METROPOLITAN UTILITIES DISTRICT          |AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00647|11/06/2003|99FIS09421|FLOOD|MICHAEL|J|0|19-LEGISLATURE                                    |19|LEGISLATURE
99CAC00579|02/04/2002|99FIS08639|FRIEND|MICHAEL|J|0|10-LEGISLATURE                                    |10|LEGISLATURE
99CAC00577|01/28/2002|99FIS08655|LEAHY|MIKE| |0|COUNTY COMMISSIONER DIST. #02-DOUGLAS             |COUNTY COMMISSIONER DIST. #02|DOUGLAS
99CAC00583|02/25/2002|99FIS08671|OJEDA|TONY|J|0|30|30|LEGISLATURE
99CAC00578|01/30/2002|99FIS08678|SCHORR|DEBRA|E|0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00600|05/02/2002|99FIS08699|THORSON|DONNIE|C|0|COUNTY SHERIFF-MADISON                            |COUNTY SHERIFF|MADISON
99CAC00604|05/13/2002|99FIS08709|JAKSICH|REJEAN|M|0|COUNTY CLERK OF DISTRICT COURT-SARPY              |COUNTY CLERK OF DISTRICT COURT|SARPY
99CAC00602|05/08/2002|99FIS08715|COMBS|JEANNE|M|0|32-LEGISLATURE                                    |32|LEGISLATURE
99CAC00617|08/29/2002|99FIS08728|SULLIVAN|BRICE|J|0|26-LEGISLATURE                                    |26|LEGISLATURE
99CAC00628|10/28/2002|99FIS08748|ROSBERG|PAUL|A|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
08CAC01194|09/22/2008|99FIS08756|SYNOWIECKI|JOHN|F|0|LEARNING COMMUNITY #03|LEARNING COMMUNITY #03|OMAHA
99CAC00584|02/28/2002|99FIS08756|SYNOWIECKI|JOHN|F|0|07-LEGISLATURE                                    |07|LEGISLATURE
15CAC02082|05/18/2015|99FIS08756|SYNOWIECKI|JOHN|F|0|07|07|LEGISLATURE
99CAC00605|05/21/2002|99FIS08771|PENDRELL|TIM|C|0|06-LEGISLATURE                                    |06|LEGISLATURE
99CAC00594|04/04/2002|99FIS08777|BIBA|DAVID|J|0|32-LEGISLATURE                                    |32|LEGISLATURE
99CAC00598|04/29/2002|99FIS08788|IMES|KANDRA|S|0|07-STATE BOARD OF EDUCATION                       |07|STATE BOARD OF EDUCATION
99CAC00582|02/25/2002|99FIS08821|HAWKS|HOWARD|L|0|02-BOARD OF REGENTS                               |02|BOARD OF REGENTS
14CAC01928|04/21/2014|99FIS08863|HARDING|MARY|A|0|SUBDIVISION #01|SUBDIVISION #01|NEBRASKA PUBLIC POWER DISTRICT
99CAC00589|03/20/2002|99FIS08874|HENDRICKSEN|ROBIN|L|0|COUNTY ASSESSOR-LANCASTER                         |COUNTY ASSESSOR|LANCASTER
99CAC00586|03/01/2002|99FIS08929|WILKEN|DAVID|A|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00586|03/01/2002|99FIS08929|WILKEN|DAVID|A|0|AUDITOR OF PUBLIC ACCOUNTS-AUDITOR OF PUBLIC ACCOU|AUDITOR OF PUBLIC ACCOUNTS|AUDITOR OF PUBLIC ACCOUNTS
99CAC00599|04/29/2002|99FIS08957|KOILE|WILLIAM|A|0|12-LEGISLATURE                                    |12|LEGISLATURE
99CAC00613|07/26/2002|99FIS08969|MENDENHALL|FRANCES|G|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
06CAC00854|04/11/2006|99FIS08976|RITNOUR|RANDALL|R|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
10CAC01448|04/29/2010|99FIS08976|RITNOUR|RANDALL|R|0|COUNTY ATTORNEY|COUNTY ATTORNEY|GAGE
14CAC01903|01/01/1900|99FIS08982|TINGELHOFF|SCOTT|J|0|COUNTY ATTORNEY|COUNTY ATTORNEY|SAUNDERS
99CAC00613|07/26/2002|99FIS08993|FOSTER|THOMAS|M|0|METROPOLITIAN SUBDIVISION-OMAHA PUBLIC POWER DISTR|METROPOLITIAN SUBDIVISION|OMAHA PUBLIC POWER DISTRICT
99CAC00416|11/30/1999|99FIS07901|MONTAG|MATTHEW| |0|COUNTY COMMISSIONER - DIST 01-DOUGLAS             |COUNTY COMMISSIONER DIST. #01|DOUGLAS
99CAC00471|04/24/2000|99FIS07912|BYORTH|ANGELIKA|T|0|29-LEGISLATURE                                    |29|LEGISLATURE
99CAC00490|06/01/2000|99FIS07918|JOHNSON|JEFFERY|A|0|BOARD OF REGENTS - DISTRICT 03-UNIVERSITY OF NEBRA|03|BOARD OF REGENTS
99CAC00425|02/01/2000|99FIS07919|VALENTINE|ROBERT|Y|0|LEGISLATURE - DISTRICT 29-LEGISLATIVE COUNCIL     |29|LEGISLATURE
99CAC00434|03/14/2000|99FIS07922|BURLING|CARROLL|C|0|33-LEGISLATURE                                    |33|LEGISLATURE
99CAC00491|06/02/2000|99FIS07940|TESSMAN|BRIAN|J|0|LEGISLATURE - DISTRICT 33-LEGISLATIVE COUNCIL     |33|LEGISLATURE
99CAC00626|10/23/2002|99FIS07951|MEYER|FREDERIC|C|0|06-STATE BOARD OF EDUCATION                       |06|STATE BOARD OF EDUCATION
08CAC01113|05/06/2008|99FIS07953|RASMUSSEN|GARY|A|0|41|41|LEGISLATURE
99CAC00435|03/15/2000|99FIS07978|PATTON|DOUGLAS|K|0|LEGISLATURE - DISTRICT 45-LEGISLATIVE COUNCIL     |45|LEGISLATURE
12CAC01680|01/01/1900|99FIS07982|ADAMS|REX|A|0|COUNTY SUPERVISOR DISTRICT #06|COUNTY SUPERVISOR DISTRICT #06|GAGE
99CAC00440|03/28/2000|99FIS08308|DOYLE|ALDONA|V|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
99CAC00487|05/16/2000|99FIS08312|BRADLEY|KATHY| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
06CAC00819|03/28/2006|99FIS08314|HORNADY|MARGARET| |0|MAYOR|MAYOR|GRAND ISLAND
15CAC02083|06/12/2015|99FIS08372|SPRY|LESLIE|A|0|25|25|LEGISLATURE
99CAC00526|10/20/2000|99FIS08380|THOMPSON|FRANKLIN|T|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
06CAC00929|05/31/2006|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
12CAC01685|05/15/2012|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
14CAC01945|05/13/2014|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
18CAC02535|01/01/1900|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
18CAC02535|11/12/2018|99FIS08384|PROKOP|ROBERT|J|0|05|05|BOARD OF REGENTS
12CAC01710|10/01/2012|99FIS08386|LEAHY|PATRICK| |0|SUBDISTRICT #07|SUBDISTRICT #07|NATURAL RESOURCE DISTRICT
08CAC01205|10/06/2008|99FIS08386|LEAHY|PATRICK| |0|01|01|METRO TECH COMMUNITY COLLEGE
99CAC00530|10/27/2000|99FIS08386|LEAHY|PATRICK| |0|01-METRO TECH COMMUNITY COLLEGE                   |01|METRO TECH COMMUNITY COLLEGE
99CAC00531|11/01/2000|99FIS08390|GARDNER|MELISSA| |0|SUBDISTRICT #07-NATURAL RESOURCE DISTRICT         |SUBDISTRICT #07|NATURAL RESOURCE DISTRICT
10CAC01396|04/26/2010|99FIS08395|LONERGAN|TIM|S|0|10|10|LEGISLATURE
13CAC01766|01/30/2013|99FIS08395|LONERGAN|TIM|S|0|CITY COUNCIL DISTRICT #07|CITY COUNCIL DISTRICT #07|OMAHA
99CAC00552|02/27/2001|99FIS08398|GERNANDT|GARRY|C|0|CITY COUNCIL DISTRICT #04-OMAHA                   |CITY COUNCIL DISTRICT #04|OMAHA
08CAC01312|12/02/2008|99FIS08401|VOKAL, JR.|JAMES|D|0|MAYOR|MAYOR|OMAHA
99CAC00544|01/22/2001|99FIS08401|VOKAL, JR.|JAMES|D|0|CITY COUNCIL DISTRICT #03-OMAHA                   |CITY COUNCIL DISTRICT #03|OMAHA
99CAC00543|01/22/2001|99FIS08402|MAGID|BERNARD| |0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00536|01/01/2001|99FIS08403|LOVE|JAMES|P|0|28-LEGISLATURE                                    |28|LEGISLATURE
99CAC00538|01/05/2001|99FIS08405|RICK|RANGER| |0|08-BOARD OF REGENTS                               |08|BOARD OF REGENTS
99CAC00555|03/21/2001|99FIS08407|DEMPSEY|ROBERT|M|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
10CAC01470|07/27/2010|99FIS08414|STOJ|MARK|E|0|STATE TREASURER|STATE TREASURER|STATE TREASURER
99CAC00541|01/25/2001|99FIS08417|BRIGGS|FREDERICK|W|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99PAC00132|05/05/2003|99FIS08418|FRIENDT|GLENN|A|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
99CAC00542|01/23/2001|99FIS08418|FRIENDT|GLENN|A|0|MAYOR-LINCOLN                                     |MAYOR|LINCOLN
10CAC01515|11/08/2010|99FIS08419|ROBINSON|MICHAEL|W|0|COUNTY SHERIFF|COUNTY SHERIFF|WASHINGTON
14CAC01943|05/07/2014|99FIS08419|ROBINSON|MICHAEL|W|0|COUNTY SHERIFF|COUNTY SHERIFF|WASHINGTON
12CAC01693|07/16/2012|99FIS08420|WELCH|DANIEL|J|0|MAYOR|MAYOR|OMAHA
99CAC00548|02/12/2001|99FIS08420|WELCH|DANIEL|J|0|CITY COUNCIL DISTRICT #05-OMAHA                   |CITY COUNCIL DISTRICT #05|OMAHA
99CAC00545|01/29/2001|99FIS08421|CARLSON|JON|D|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00455|12/13/1999|99FIS08422|WINSTROM|ANDREW|L|0|CITY COUNCIL DISTRICT #06-OMAHA                   |CITY COUNCIL DISTRICT #06|OMAHA
99CAC00535|11/06/2000|99FIS08424|WERNER|TERRY|M|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00559|03/30/2001|99FIS08430|COIT|TERRENCE|A|0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00553|03/09/2001|99FIS08431|GALE|JOHN|A|0|SECRETARY OF STATE-SECRETARY OF STATE             |SECRETARY OF STATE|SECRETARY OF STATE
99CAC00576|01/24/2002|99FIS08432|ROBINSON|TAMI|C|0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00547|02/13/2001|99FIS08433|SIGERSON|CHARLES|W|0|CITY COUNCIL DISTRICT #07-OMAHA                   |CITY COUNCIL DISTRICT #07|OMAHA
99CAC00546|02/12/2001|99FIS08435|PRETTYMAN|KEITH|A|0|SCHOOL BOARD - DIST 05-LINCOLN                    |SCHOOL BOARD - DIST 05|LINCOLN
99CAC00549|02/20/2001|99FIS08436|LANGDON|WILLIAM|E|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00551|02/27/2001|99FIS08439|KOCH|JAMES|R|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00556|03/27/2001|99FIS08444|COLEMAN|DONALD|L|0|CITY COUNCIL AT LARGE-LINCOLN                     |CITY COUNCIL AT LARGE|LINCOLN
99CAC00554|03/22/2001|99FIS08445|ZOZ|PAUL|W|0|COUNTY COMMISSIONER DIST. #03-LANCASTER           |COUNTY COMMISSIONER DIST. #03|LANCASTER
99CAC00557|03/26/2001|99FIS08465|DANEK|KATHY| |0|SCHOOL BOARD - DIST 01-LINCOLN                    |SCHOOL BOARD - DIST 01|LINCOLN
12CAC01643|12/31/9999|99FIS08506|MAYHEW|DON| |0|29|29|LEGISLATURE
99CAC00560|04/30/2001|99FIS08506|MAYHEW|DON| |0|SCHOOL BOARD - DIST 07-LINCOLN                    |SCHOOL BOARD - DIST 07|LINCOLN
99CAC00561|05/09/2001|99FIS08508|NOLAN|MICHAEL| |0|SCHOOL BOARD - DIST 07-LINCOLN                    |SCHOOL BOARD - DIST 07|LINCOLN
99CAC00603|05/09/2002|99FIS08522|STEVENS, JR|RAY|A|0|COUNTY COMMISSIONER DIST. #01-LANCASTER           |COUNTY COMMISSIONER DIST. #01|LANCASTER
99CAC00563|07/17/2001|99FIS08533|DREILING|RENE| |0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00590|03/21/2002|99FIS08537|VAP|GERALD|L|0|05-PUBLIC SERVICE COMMISSION                      |05|PUBLIC SERVICE COMMISSION
99CAC00569|11/08/2001|99FIS08539|MCDONALD|VICKIE|D|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00569|11/08/2001|99FIS08539|MCDONALD|VICKIE|D|0|41-LEGISLATURE                                    |41|LEGISLATURE
99CAC00564|09/25/2001|99FIS08546|KUIPER|BRADLEY|D|0|STATE TREASURER-STATE TREASURER                   |STATE TREASURER|STATE TREASURER
99CAC00527|10/23/2000|99FIS08548|PRICE|THOMAS| |0|SUBDISTRICT #05-NATURAL RESOURCE DISTRICT         |SUBDISTRICT #05|NATURAL RESOURCE DISTRICT
05CAC00763|12/19/2005|99FIS08549|HANSEN|THOMAS|F|0|42|42|LEGISLATURE
99CAC00567|10/24/2001|99FIS08550|CHRISTIANSEN|SAMUEL,III|J|0|COUNTY SHERIFF-DOUGLAS                            |COUNTY SHERIFF|DOUGLAS
99CAC00637|12/31/2002|99FIS08555|MESSMAN|JANET|K|0|COUNTY CLERK-HAMILTON                             |COUNTY CLERK|HAMILTON
99CAC00616|08/20/2002|99FIS08560|WALTERS|SCOTT|A|0|COUNTY SHERIFF-CASS                               |COUNTY SHERIFF|CASS
99CAC00596|04/16/2002|99FIS08588|WICHT|ROBERT|J|0|GOVERNOR-GOVERNOR                                 |GOVERNOR|GOVERNOR
13CAC01836|10/17/2013|99FIS08595|MEISTER|MICHAEL|W|0|48|48|LEGISLATURE
99CAC00571|01/15/2002|99FIS08595|MEISTER|MICHAEL|W|0|ATTORNEY GENERAL-ATTORNEY GENERAL                 |ATTORNEY GENERAL|ATTORNEY GENERAL
10CAC01480|08/04/2010|99FIS08595|MEISTER|MICHAEL|W|0|GOVERNOR|GOVERNOR|GOVERNOR
99CAC00574|01/22/2002|99FIS08635|KOVARIK|JAMES|L|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00574|01/22/2002|99FIS08635|KOVARIK|JAMES|L|0|18-LEGISLATURE                                    |18|LEGISLATURE
99CAC00588|03/15/2002|99FIS09098|BAKER|TOM| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
06CAC00801|03/09/2006|99FIS09132|BOND|JERRY|O|0|02|02|LEGISLATURE
99CAC00593|04/01/2002|99FIS09146|VAVRICEK|JAY| |0|MAYOR-GRAND ISLAND                                |MAYOR|GRAND ISLAND
09CAC01387|11/02/2009|99FIS09146|VAVRICEK|JAY| |0|MAYOR|MAYOR|GRAND ISLAND
06CAC00800|03/17/2006|06FIS10292|BROWN|GERALD |D|0|COUNTY SHERIFF|COUNTY SHERIFF|SARPY
06CAC00806|03/17/2006|06FIS10309|FRAZIER|TODD |E|0|06|06|LEGISLATURE
10CAC01468|06/22/2010|06FIS10309|FRAZIER|TODD |E|0|06|06|LEGISLATURE
06CAC00986|10/23/2006|06FIS10320|BABCOCK|MARSHA|L|0|COUNTY COMMISSIONER DIST. #03|COUNTY COMMISSIONER DIST. #03|CASS
06CAC00897|05/02/2006|06FIS10321|DAVIS|JAN|L|0|COUNTY COMMISSIONER DIST. #02|COUNTY COMMISSIONER DIST. #02|SARPY
06CAC00821|03/31/2006|06FIS10326|KOWAL|DENA|F|0|COUNTY ASSESSOR|COUNTY ASSESSOR|DOUGLAS
06CAC00881|05/01/2006|06FIS10327|MCCLURE|ALBERT|E|0|30|30|LEGISLATURE
06CAC00845|04/10/2006|06FIS10338|COOLEY|JEFF|L|0|02|02|LEGISLATURE
06CAC00850|04/10/2006|06FIS10352|RUSSELL|CAROL|L|0|08|08|BOARD OF REGENTS
08CAC01114|04/14/2008|06FIS10352|RUSSELL|CAROL|L|0|01|01|METRO TECH COMMUNITY COLLEGE
99CAC00666|03/23/2004|99FIS09437|PAHLS|RICHARD|J|0|31-LEGISLATURE                                    |31|LEGISLATURE
99PAC00137|11/02/2004|99FIS09437|PAHLS|RICHARD|J|0|31-LEGISLATURE                                    |31|LEGISLATURE
13CAC01771|12/19/2012|99FIS09437|PAHLS|RICHARD|J|0|CITY COUNCIL DISTRICT #05|CITY COUNCIL DISTRICT #05|OMAHA
99CAC00670|03/30/2004|99FIS09440|LANGEMEIER|CHRISTOPHER|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99CAC00663|03/15/2004|99FIS09441|CORNETT|IRENE (ABBIE)|A|0|45|45|LEGISLATURE
12CAC01690|07/02/2012|99FIS09454|NABITY|DAVID|R|0|MAYOR|MAYOR|OMAHA
99CAC00652|01/22/2004|99FIS09455|ZIEGER|RONALD|W|0|01-LEGISLATURE                                    |01|LEGISLATURE
99CAC00665|03/23/2004|99FIS09467|COOKSLEY|KEVIN|T|0|43-LEGISLATURE                                    |43|LEGISLATURE
99CAC00688|05/20/2004|99FIS09468|FROEHLICH|VIRGIL|L|0|SUBDIVISION #10-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #10|NEBRASKA PUBLIC POWER DISTRICT
99CAC00662|03/12/2004|99FIS09471|HOWARD|GWEN|E|0|09-LEGISLATURE                                    |09|LEGISLATURE
99PAC00137|11/02/2004|99FIS09471|HOWARD|GWEN|E|0|09-LEGISLATURE                                    |09|LEGISLATURE
13CAC01846|11/22/2013|99FIS09471|HOWARD|GWEN|E|0|AT LARGE|AT LARGE|METROPOLITAN UTILITIES DISTRICT
99CAC00657|02/17/2004|99FIS09473|GAFFNEY|HOWARD|R|0|43-LEGISLATURE                                    |43|LEGISLATURE
99CAC00528|10/24/2000|99FIS09481|RODGERS|CHRISTOPHER|T|0|COUNTY COMMISSIONER DIST. #03-DOUGLAS             |COUNTY COMMISSIONER DIST. #03|DOUGLAS
99CAC00702|10/05/2004|99FIS09483|LARSEN|RONALD|W|0|SUBDIVISION #03-NEBRASKA PUBLIC POWER DISTRICT    |SUBDIVISION #03|NEBRASKA PUBLIC POWER DISTRICT
99CAC00656|02/09/2004|99FIS09487|ZWEIBACK|ROSIE| |0|DIST. 66 SCHOOL BOARD AT LARGE|DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00680|04/21/2004|99FIS09488|JOHNSON|ALLEN|C|0|COUNTY COMMISSIONER DIST. #03-DOUGLAS             |COUNTY COMMISSIONER DIST. #03|DOUGLAS
99CAC00707|10/25/2004|99FIS09491|OFFERJOST|MARY|S|0|COUNTY COMMISSIONER DIST. #04-SARPY               |COUNTY COMMISSIONER DIST. #04|SARPY
99CAC00684|05/06/2004|99FIS09502|SCHEER|JAMES|D|0|03|03|STATE BOARD OF EDUCATION
12CAC01641|03/27/2012|99FIS09502|SCHEER|JAMES|D|0|19|19|LEGISLATURE
99CAC00676|04/13/2004|99FIS09517|HERGERT|C.DAVID| |0|07-BOARD OF REGENTS                               |07|BOARD OF REGENTS
99CAC00686|05/14/2004|99FIS09526|HEIDEMANN|LAVON|L|0|01-LEGISLATURE                                    |01|LEGISLATURE
12CAC01617|01/30/2012|99FIS09526|HEIDEMANN|LAVON|L|0|05|05|BOARD OF REGENTS
14CAC01936|01/01/1900|99FIS09529|POFAHL|LOUIS|W|0|COUNTY COMMISSIONER DIST. #01|COUNTY COMMISSIONER DIST. #01|MADISON
99CAC00660|03/08/2004|99FIS09539|GUSTAFSON|MARK|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99PAC00137|11/02/2004|99FIS09539|GUSTAFSON|MARK|R|0|23-LEGISLATURE                                    |23|LEGISLATURE
99CAC00667|03/24/2004|99FIS09541|MURANTE|JOHN|F|0|02-STATE BOARD OF EDUCATION                       |02|STATE BOARD OF EDUCATION
99CAC00687|05/18/2004|99FIS09559|KOPPLIN|GAIL|F|0|03|03|LEGISLATURE
99CAC00669|03/30/2004|99FIS09561|THOMPSON|BENJAMIN|W|0|31-LEGISLATURE                                    |31|LEGISLATURE
99CAC00683|05/05/2004|99FIS09562|HALFERTY|JAMES|E|0|03-STATE BOARD OF EDUCATION                       |03|STATE BOARD OF EDUCATION
99CAC00661|03/10/2004|99FIS09567|DONLAN|MICHAEL|G|0|COUNTY COMMISSIONER DIST. #04-LANCASTER           |COUNTY COMMISSIONER DIST. #04|LANCASTER
99CAC00685|05/12/2004|99FIS09578|ERDEI|RICK|A|0|COUNTY COMMISSIONER DIST. #05-DOUGLAS             |COUNTY COMMISSIONER DIST. #05|DOUGLAS
99CAC00664|03/19/2004|99FIS09579|GALUSHA|RICHARD|R|0|COUNTY REGISTER OF DEEDS-DOUGLAS                  |ASSESSOR/REGISTER OF DEEDS|DOUGLAS
08CAC01083|02/08/2008|99FIS09596|TINGELHOFF|ROBERT|J|0|39|39|LEGISLATURE
99CAC00674|04/12/2004|99FIS09606|METZ|R. ANTHONY| |0|09-LEGISLATURE                                    |09|LEGISLATURE
99CAC00689|05/24/2004|99FIS09778|MAY|ED| |0|DIST. 66 SCHOOL BOARD AT LARGE-OMAHA              |DIST. 66 SCHOOL BOARD AT LARGE|OMAHA
99CAC00693|07/08/2004|99FIS09789|BETTGER|RICK| |0|CITY COUNCIL DISTRICT #01-OMAHA                   |CITY COUNCIL DISTRICT #01|OMAHA
99CAC00694|07/19/2004|99FIS09793|SCHWOPE|JOHN| |0|PAPIO MISSOURI SUBDISTRICT|PAPIO MISSOURI SUBDISTRICT #11|NATURAL RESOURCE DISTRICT
99CAC00697|09/14/2004|99FIS09820|BOLES|EARL|W|0|COUNTY COMMISSIONER DIST. #02-LANCASTER           |COUNTY COMMISSIONER DIST. #02|LANCASTER
07CAC01043|10/11/2007|99FIS09822|MARVIN|DANIEL|K|0|27|27|LEGISLATURE
99CAC00698|09/20/2004|99FIS09823|RYAN|GERALD|E|0|45-LEGISLATURE                                    |45|LEGISLATURE
99CAC00708|10/25/2004|99FIS09843|SLOBOTSKI|JEFF| |0|03-METRO TECH COMMUNITY COLLEGE                   |03|METRO TECH COMMUNITY COLLEGE
