Committee ID Number|Committee Name|Committee Address|Committee City|Committee State|Committee Zip|Committee Type|Date Received|Postmark Date|Nature Of Filing|Ballot Question|Oppose Ballot Question|Ballot Type|Date over Theshold|Acronym|Separate Seg Political Fund ID|Separate Segregated Political Fund Name|SSPF Address|SSPF City|SSPF State|SSPF Zip|SSPF Type|Date Dissolved|Date of Next Election|Election Type|Won General|Won Primary
08CAC01092|ROSSEN FOR MAYOR|907 UNIVERSITY |HASTINGS|NE|68901|C|02/22/2008|02/22/2008|I||||02/14/2008|||||||||12/18/2008|11/04/2008|G||
99CAC00303|ROTH FOR SHERIFF COMMITTEE|1317 Hollin Drive,|OMAHA|NE|68144|C|03/09/1978|03/09/1978|I||0| |03/09/1978|       |          |||||||12/24/1998|11/04/1994|G|0|0
13CAC01842|ROY BAKER FOR LEGISLATURE|6900 COUNTRYVIEW ROAD|LINCOLN|NE|68516|C|11/04/2013|11/04/2013|I||||11/12/2013|||||||||02/06/2019|11/04/2014|G||1
16CAC02284|ROY SWENSON FOR SPRINGFIELD CITY COUNCIL - NRD|480 CHESTNUT STREET|SPRINGFIELD|NE|68059|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/08/2016|G||
16CAC02290|ROYAL FOR MAYOR|2211 S. 64TH PLAZA #330|OMAHA|NE|68106|C|11/16/2016|11/14/2016|I||||11/23/2016|||||||||05/22/2017|04/04/2017|P||
17CAC02315|ROYAL FOR NEBRASKA |16427 POTTER STREET|BENNINGTON|NE|68007|C|05/22/2017|05/18/2017|A||||11/23/2016|||||||||07/24/2019|05/15/2018|P||
19CAC02610|ROYERS FOR NEBRASKA|15927 O CIRCLE|OMAHA|NE|68135|C|01/28/2019|01/25/2019|I||||01/19/2019||||||||||05/06/2020|P||
05CAC00721|RUBY FOR LEGISLATURE|321 JACKSON AVE|SEWARD|NE|68434|C|03/30/2005|03/29/2005|I||||03/28/2005|||||||||12/31/2006|05/09/2006|P||
13CAC01790|RUSS JONES 2014 CAMPAIGN COMMITTEE (DISSOLVED)|101 E 5TH ST|NORTH PLATTE|NE|69101|C|05/14/2013|05/14/2013|I||||01/01/1900|||||||||04/03/2014|05/13/2014|P||
06CAC00771|RUSS KARPISEK FOR LEGISLATURE- DISTRICT #32|321 S MAIN STREET  PO BOX 905|WILBER|NE|68465|C|01/10/2006|01/10/2006|I||0||03/02/2006|||||||||03/02/2016|11/02/2010|G||1
99CAC00092|RUSTAD FOR LT. GOVERNOR (DISSOLVED)|3031 &#39;O&#39; STREET, SUITE 102,|LINCOLN|NE|68510|C|01/21/1998|01/21/1998|I||0| |01/21/1998|       |          |||||||09/15/1998|05/04/1998|P|0|0
08CAC01135|RUSTY HIKE FOR SARPY COMMISSIONER (NOW I LIKE HIKE|15402 HWY 75 S.|BELLEVUE|NE|68123|C|05/05/2008|05/05/2008|||||05/01/2008|||||||||11/14/2017|05/13/2008|P||
99CAC00272|RUTH M. JOHNSON COMMITTEE (DISSOLVED)|819 N. 33RD STREET,|LINCOLN|NE|68503|C|10/06/1988|10/06/1988|I||0|I|10/06/1988|||||||||01/27/2010|11/04/2008|G||1
99CAC00093|RUWE FOR LEGISLATURE|25718 County Road 6,|HERMAN|NE|68029|C|02/03/1998|02/03/1998|I||0|I|02/03/1998|       |          |||||||04/05/1999|05/04/1998|P|0|0
14CAC01972|RYAN ANDEL FOR BUTLER COUNTY SHERIFF (NOT REGISTER|353 NORTH 10TH STREET|DAVID CITY|NE|68632|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|G||
18CAC02559|RYAN CHENEY FOR BENNET VILLAGE BOARD (NOT REGISTER|NOT REGISTERED|BENNET|NE|68317|C|01/01/1900||||||01/01/1900|||||||||||||
16CAC02193|RYAN FOR OPS |4565 SHIRLEY STREET|OMAHA|NE|68106|C|09/28/2016|09/26/2016|I||||09/24/2016||||||||||11/08/2016|||
08CAC01162|RYAN HINSLEY COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68116|C|01/01/1900|01/01/1900|I||||06/30/2008||||||||||01/01/2008|G||
13BQC00365|S.A.F.E. COMMITTEE (NOT REGISTERED)|7521 SADDLE DRIVE|PAPILLION|NE|68046|B|01/01/1900|01/01/1900|I|Springfield-Platteview Public Schools|||01/01/1900||||||||||01/01/1900|||
19CAC02628|SAKALOSKY FOR LEGISLATURE|2850 LEGACY COMMONS PLAZA |OMAHA|NE|68130|C|07/08/2019|07/08/2019|I||||06/28/2019||||||||||05/12/2020|P||
08CAC01282|SALLY MCGUIRE FOR GRETNA MAYOR (NR)|NOT A REGISTERED COMMITTEE|FREMONT|NE|68026|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00348|SALLY WYSONG FOR SCHOOL BOARD CAMPAIGN (DISSOLVED)|820 EAST SANBORN DRIVE,|LINCOLN|NE|68505|C|02/19/1991|02/19/1991|I||0|I|02/19/1991|       |          |||||||05/13/1999|11/04/1995|G|0|0
08CAC01236|SAM BROWER FOR LEARNING COMMUNITY (NOT REGISTERED)|838 S. 93RD STREET|OMAHA|NE|68114|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
13CAC01853|SAM CLARK FOR DOUGLAS COUNTY BOARD|10717 CEDAR STREET|OMAHA|NE|68124|C|12/19/2013|12/16/2013|I||||12/14/2013|||||||||03/28/2017|05/14/2014|||
99PAC00116|SANDHILLS PAC|818 CONNECTICUT AVE NW|LINCOLN|NE|68509|S|01/01/1900|01/01/1900|I||0|I|01/01/1900||99IRC00067||||||R|01/01/1900|05/04/2000|P|0|0
14CAC01996|SANDRA BLANKENSHIP FOR NRD (NOT REGISTERED)||LINCOLN|NE|68509|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/04/2014|||
08CAC01146|SANDRA KOSTOS JENSEN FOR SCHOOL BOARD |3705 N 114 AVENUE|OMAHA|NE|68164|C|05/06/2008|05/05/2008|I||||05/06/2008|||||||||01/29/2010|05/13/2008|P||
99CAC00322|SANDRA KOSTOS JENSEN FOR SCHOOL BOARD (DISSOLVED)|3705 N. 114TH AVENUE,|OMAHA|NE|68164|C|03/06/1980|03/06/1980|I||0||05/06/2008|||||||||08/31/1998|11/04/1996|G||
12CAC01739|SANDRA MCDUFFEE FOR BOARD OF EDUCATION #1(NR)|UNKNOWN|FREMONT|NE|68025|C|01/01/1900|01/01/1900|I||||01/01/1900||||||||||11/06/2012|||
99BQC00094|SANDRA SCHROEDER|201 BRIDGE ROAD|NORFOLK|NE|68701|I|04/09/2004|04/08/2004|I|A HALF CENT SALES TAX TO BE USED AS PROPERTY TAX R|0|F|04/08/2004|||||||||07/14/2004|05/11/2004|P||
99CAC00329|SANDRA SCOFIELD ELECTION COMMITTEE|355 Main Street,|CHADRON|NE|69337|C|02/13/1984|02/13/1984|I||0|I|02/13/1984|       |          |||||||12/11/2003|05/04/2000|G|0|0
16CAC02292|SARAH WILSON FOR NRD LOWER PLATTE SOUTH #2 (NR)||LINCOLN|NE|68506|C|01/01/1900||||||01/01/1900|||||||||||||
99CAC00106|SARPY CITIZENS FOR TIM SCHRAM (DISSOLVED)|14602 S. 234TH STREET,|GRETNA|NE|68028|C|02/03/1994|02/03/1994|I||0|I|02/03/1994|||||||||04/12/2006|05/14/2002|G|1|
16CAC02215|SARPY COUNTY CANDIDATES (NOT REGISTERED)|NOT REGISTERED|PAPILLION|NE|68046|C|10/06/2016||||||01/01/0900|||||||||||||
99PPC00042|SARPY COUNTY DEMOCRATIC PARTY|4942 GREENE AVENUE,|BELLEVUE|NE|68157|T|04/10/1978|04/10/1978|I||0|I|04/10/1978||||||||||11/02/2010|G||
99PPC00043|SARPY COUNTY REPUBLICAN PARTY|POB 460903|PAPILLION|NE|68046|T|08/29/1977|08/29/1977|I||0|I|08/29/1977||||||||||11/07/2006|G||
08CAC01137|SARPY FOR BOB TWISS|433 SHERWOOD DRIVE|GRETNA|NE|68028|C|05/02/2008|05/01/2008|I||||04/30/2008|||||||||02/04/2019|05/13/2008|P||
99PPC00044|SAUNDERS COUNTY DEMOCRATIC PARTY|240 East 2nd Street,|WAHOO|NE|68066|T|08/02/1977|08/02/1977|I||0|I|08/02/1977|       |          |||||||12/17/1999|05/09/2000|P|0|0
06PAC00148|SAUNDERS COUNTY LAW ENFORCEMENT CENTER COMMITTEE|815 DECH ST|ITHACA|NE|68033|B|08/31/2006|08/30/2006|I|COUNTY SAUNDERS Jail Bond Issue|0|O|08/30/2006|||||||||10/23/2006|09/12/2006|G||
99PPC00045|SAUNDERS COUNTY REPUBLICAN CENTRAL COMMITTEE (DISS|2134 COUNTY ROAD 7,|YUTAN|NE|68073|T|04/07/1978|04/07/1978|I||0|I|04/07/1978|       |          |||||||04/25/2001|01/01/2001|P|0|0
09BQC00240|SAVE OUR NEIGHBORHOOD SCHOOLS|401 EAST AVENUE|HOLDREGE|NE|68949|B|07/30/2009|07/29/2009|I|$17.3 Million School Bond Issue proposed by the Holdrege Public School District.|||07/29/2009|||||||||01/01/1900|09/15/2009|||
13BQC00356|SAVE OUR ROADS COMMITTEE (DISSOLVED)|404 JOHN ST|ODELL|NE|68415|B|05/09/2013|05/08/2013|I||||05/08/2013|||||||||06/18/2013|06/11/2013|||
06IRC00464|SAVE OUR SCHOOL COMMITTEE-SE CONSO (NR)|RR 2, BOX 171|FALLS CITY|NE|68355|C|01/23/2006|01/20/2006|||||01/01/1978||||||||||12/31/2005|||
14IRC00520|SAVE OUR UNIVERSITY|2436 NORTH 48TH STREET|LINCOLN|NE|68504|R|10/31/2014|10/31/2014|I||||10/30/2014|||||||||02/11/2016|11/04/2014|G||
08CAC01245|SCAHILL FOR LEARNING COMMUNITY (NOT REGISTERED)|105 MARTIN DRIVE|BELLEVUE|NE|68005|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|||
99CAC00684|SCHEER FOR STATE BOARD OF EDUCATION (04 DISSOLVED)|P.O. BOX 16|NORFOLK|NE|68702|C|05/06/2004|05/06/2004|I||0|I|04/10/2004|||||||||02/10/2012|11/02/2004|G|1|1
12CAC01641|SCHEER FOR STATE LEGISLATURE (2016)|2705 DOVER DRIVE|NORFOLK|NE|68701|C|03/27/2012||I||||03/26/2012||||||||||11/04/2016|G|1|1
99CAC00103|SCHELLPEPER FOR LEGISLATURE|Box 287,|STANTON|NE|68779|C|03/27/1986|03/27/1986|I||0|I|03/27/1986|       |          |||||||12/28/1999|05/04/1998|P|0|0
15CAC02085|SCHERER FOR LEGISLATURE |10861 NW 70TH STREET|RAYMOND|NE|68428|C|07/09/2015|07/09/2015|I||||06/30/2015||||||||||11/04/2016|G||1
08CAC01080|SCHILZ FOR LEGISLATURE|417 CRESTVIEW DR.|OGALLALA|NE|69153|C|01/28/2008|01/24/2008|I||||01/18/2008|||||||||05/10/2019|11/06/2012|G||1
99CAC00327|SCHIMEK FOR LEGISLATURE|2321 CAMELOT COURT|LINCOLN|NE|68512|C|12/29/1987|12/29/1987|I||0|I|12/29/1987|||||||||03/07/2011|11/02/2004|G|1|1
10CAC01416|SCHINZEL FOR SCHOOL BOARD|319 SOUTH 50TH AVENUE|OMAHA|NE|68132|C|03/22/2010|03/19/2010|I||||03/18/2010|||||||||11/17/2010|05/11/2010|P||
06CAC00787|SCHLOTHAUER FOR LEGISLATURE|2320 17TH ST |GERING|NE|69341|C|02/06/2006|02/03/2006|I||||02/01/2006|||||||||04/18/2007|05/09/2006|||
99CAC00105|SCHNEIDER FOR LEGISLATURE|810 N. 48th Street,|LINCOLN|NE|68504|C|03/05/1998|03/05/1998|I||0|I|03/05/1998|       |          |||||||04/16/1999|05/04/1998|P|0|0
12CAC01683|SCHOMMER FOR STATE BOARD OF EDUCATION|2404 TAYLOR AVENUE|NORFOLK|NE|68701|C|05/08/2012|05/07/2012|I||||04/30/2012|||||||||01/02/2013|05/15/2012|P||
08BQC00215|SCHOOL BOND ST. PAUL PUBLIC SCHOOLS (NR)|NOT REGISTERED|SAINT PAUL|NE|68873|B|12/31/9999|12/31/9999|I||||12/31/9999||||||||||11/04/2008|G||
15BQC00411|SCHOOL BOND STEERING COMMITTEE -SIDNEY (NR)|2339 LINDEN STREET|SIDNEY|NE|69162|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
99CAC00578|SCHORR FOR COUNTY COMMISSIONER|6730 HICKORY CREST CIR|LINCOLN|NE|68516|C|01/30/2002|01/30/2002|I||0|I|01/29/2002||||||||||11/07/2006|G|1|1
99CAC00108|SCHROEDER FOR BOARD OF REGENTS|P.O. BOX 1685|KEARNEY|NE|68848|C|04/27/1998|04/27/1998|I||0|I|04/27/1998|||||||||03/23/2016|11/02/2004|G|1|1
14CAC01916|SCHULLER FOR SHERIFF|3410 88TH STREET|COLUMBUS|NE|68601|C|04/15/2014|04/14/2014|I||||05/01/2014|||||||||06/17/2014|05/13/2014|P||
16CAC02205|SCHULTE FOR STATE SCHOOL BOARD|8630 RUTHERFORD DRIVE |LINCOLN|NE|68526|C|07/18/2016|07/16/2016|I||||07/21/2016|||||||||03/07/2017|11/08/2016|G||
07BQC00167|SCHUYLER EDUCATION COMMITTEE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SCHUYLER|NE|68661|B|09/06/2007|09/04/2007|I||||09/09/2007||||||||||09/11/2007|P||
06CAC00938|SCHWAB FOR LEGISLATURE (DISSOLVED)|311 5TH ST, PO BOX 388|FAIRBURY|NE|68352|C|09/05/2006|09/01/2006|I||||08/25/2006|||||||||12/31/2006|11/07/2006|G||
10CAC01427|SCHWARZ CAMPAIGN (DISSOLVED)|42898 SAHARA ACRE DRIVE|COZAD|NE|69130|C|04/07/2010|04/06/2010|I||||04/03/2010|||||||||05/18/2010|05/11/2010|P||
99CAC00694|SCHWOPE FOR NRD|1015 PARKWAY DR|BELLEVUE|NE|68005|C|07/19/2004|07/17/2004|I||0|I|07/16/2004|||||||||01/25/2006|11/02/2004|G||1
99CAC00363|SCOT FORD FOR SHERIFF|502 Pine Street,|DAKOTA CITY|NE|68731|C|10/09/1998|10/08/1998|I||0| |10/09/1998|       |          |||||||01/05/1999|05/04/1998|P|0|0
08CAC01180|SCOTT BOLINGER FOR LEGISLATURE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
99CAC00047|SCOTT HAZELRIGG FOR DISTRICT 66 SCHOOL BOARD|2602 SOUTH 99TH AVENUE|OMAHA|NE|68124|C|03/11/1998|03/11/1998|I||0|I|03/11/1998|||||||||03/06/2019|05/04/2004|P||
08CAC01272|SCOTT HOUGHTALING FOR BELLEVUE CITY COUNCIL (NR)|NOT A REGISTERED COMMITTEE|LYONS|NE|68038|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
16CAC02171|SCOTT JAPP - PAPIO-MISSOURI NRD (NOT REGISTERED)|NOT REGISTERED|SOMEWHERE|NE|00000-0000|C|12/31/1999|12/31/1999|I|||O|12/31/2999|||||||||||||
99CAC00432|SCOTT KNUDSEN FOR STATE LEGISLATURE|113 S 54TH ST|OMAHA|NE|68132|C|03/07/2000|03/06/2000|I||0|I|02/29/2000|||||||||04/11/2006|11/02/2004|G||1
06CAC01004|SCOTT KUEHL SCHOOL BOARD (NOT REGISTERED)||ZIP NOT VALID|NE|00000|C|01/01/1900|01/01/1900|||||01/01/1900||||||||||11/07/2006|G||
99CAC00236|SCOTT MOORE COMMITTEE|664 NORTH 56TH STREET|OMAHA|NE|68132|C|02/19/1986|02/19/1986|I||0|I|02/19/1986|||||||||06/06/2007|05/04/1998|G|1|1
08CAC01265|SCOTT PETERS FOR LEARNING COMMUNITY (NR)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68131|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||01/01/2008|P||
99CAC00624|SCOTT SCHEIERMAN FOR LEGISLATURE|2231 RD 314|SUTTON|NE|68979|C|10/16/2002|10/15/2002|I||0|I|10/10/2002||99IRC00315||||||R|01/07/2003|11/05/2002|G|0|1
10CAC01494|SCOTT TINGLEHOFF FOR SAUNDERS CO ATTORNEY (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68512|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
99CAC00616|SCOTT WALTERS FOR CASS COUNTY SHERIFF (DISSOLVED)|2401 SOUTH 78TH STREET|LINCOLN|NE|68506|C|08/20/2002|08/17/2002|I||0|I|08/08/2002|||||||||01/16/2007|11/07/2006|P||
19CAC02605|SCOTT WILLIAMS FOR OPPD BOARD OF DIRECTORS (NR)|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
06CAC00909|SCOTT YAHNKE LEGISLATURE #18 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|OMAHA|NE|68116|C|05/16/2006||||||12/31/9999|||||||||||||
99PPC00046|SCOTTS BLUFF COUNTY REPUBLICAN CENTRAL COMMITTEE|PO BOX 483|SCOTTSBLUFF|NE|69363|T|04/07/1978|04/07/1978|I||0|I|04/07/1978|       |          |||||||02/02/2005|11/07/2000|P|0|0
07CAC01024|SCOTTS BLUFF COUNTY SCHOOL DISTRICT 0032|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68502|C|03/20/2007|03/20/2007|I||||03/15/2007||||||||||04/02/2007|P||
16PPC00074|SCOTTS BLUFF DEMOCRATS (NOT REGISTERED)|PO BOX 1794|SCOTTSBLUFF|NE|69363|T|01/01/1900||||||01/01/1900|||||||||||||
17PPC00078|SCOTTSBLUFF COUNTY REPUBLICAN CENTRAL COMM 2016|2431 AVENUE B|SCOTTSBLUFF|NE|69361|T|03/08/2017|03/06/2017|I||||07/28/2016|||||||||||||
14BQC00405|SCOTTSBLUFF SALES TAX CAMPAIGN (NOT REGISTERED)|NOT REGISTERED|GERING|NE|69341|B|11/24/9999|11/21/9999|I|||O|12/31/9999|||||||||||||
14IRC00519|SCOTTSBLUFF/GERING CHAMBER OF COMMERCE (NR)|NOT REGISTERED|SCOTTSBLUFF|NE|69361|R|12/31/9999|12/31/9999|I|SALES TAX RENEWAL SUPPORT|0|O|12/31/9999|||||||||||||
99PAC00084|SCOULAR COMPANY FUND FOR EFFECTIVE GOVERNMEN, THE|2027 Dodge Street,|OMAHA|NE|68102|S|07/12/1994|07/12/1994|I||0|I|07/12/1994|||||||||05/27/2010|11/07/2006|G||
18BQC00474|SCRIBNER ORD571-18 PROHIBIT HARBORING ILLEGALS-NR|NOT REGISTERED|SCRIBNER|NE|68057|B|01/01/1900||||0||01/01/1900|||||||||||||
12BQC00311|SCRIBNER-SNYDER 4 THE FUTURE (NOT REGISTERED)||SCRIBNER|NE|68057|B|04/06/2012||I||||01/01/1900||||||||||01/01/1900|||
07CAC01038|SCUDDER FOR REGENT|411 S. 13TH STREET, 2ND FLOOR|LINCOLN|NE|68508|C|09/27/2007|09/26/2007|I||||10/15/2007|||||||||09/18/2009|11/07/2008|G||1
18CAC02386|SEAN CONWAY FOR WESTSIDE SCHOOL BOARD|1722 S 84TH STREET|OMAHA|NE|68124|C|03/09/2018|03/07/2019|I||||02/23/2018|||||||||08/15/2018|05/15/2018|P||
19CAC02590|SEAN FENNESSY FOR EDUCATIONAL SERVICE UNIT #3 (NR|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
08CAC01172|SEAN TYLER FOR LEGISLATURE (NOT REGISTERED)|NOT  A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|01/01/1900|01/01/1900|I||||08/15/2008||||||||||01/01/2008|G||
13BQC00367|SECURING ALL FUTURE EDUCATION-SAFE (NOT REGISTERED||SPRINGFIELD|NE|68059|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
14BQC00381|SECURING OUR FUTURE|135 S. 13TH STREET|HEBRON|NE|68370|B|01/01/1900|01/01/1900|I||||01/01/1900||||||||||01/01/1900|||
12CAC01621|SEILER FOR UNICAMERAL|303 WEST LOCHLAND ROAD|HASTINGS|NE|68901|C|02/06/2012|02/06/2011|I||||01/01/1900|||||||||02/27/2019|11/04/2016|G||1
99CAC00243|SENATOR ERNIE CHAMBER'S RE-ELECTION COMMITTEE (DIS|3116 N. 24TH STREET,|OMAHA|NE|68110|C|04/13/1989|04/13/1989|I||0|I|04/13/1989|       |          |||||||11/03/1999|05/04/1989|P|0|0
99CAC00642|SENG FOR MAYOR|2801 CORNHUSKER HWY  C/O RICK HOPPE|LINCOLN|NE|68503|C|03/11/2003|03/11/2003|I||0|I|02/15/1985|||||||||01/27/2012|04/08/2003|G|1|
06CAC00799|SENKBILE FOR LEGISLATURE COMMITTEE|1425 M ROAD|CENTRAL CITY|NE|68826|C|03/02/2006|03/01/2006|I||||02/25/2006|||||||||01/23/2008|11/07/2006|P||1
11CAC01564|SETH RYE FOR LANCASTER CO CLERK (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68508|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
08BQC00214|SEWARD COUNTY JAIL BOND ISSUE (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|SEWARD|NE|68434|B|01/01/1900|01/01/1900|I||0||10/17/2008||||||||||11/04/2008|G||
14CAC01922|SHADA FOR COUNTY CLERK|1389 GARRETT AVENUE|WAHOO|NE|68066|C|04/16/2014|04/15/2014|I|||O|04/15/2014||||||||||05/13/2014|||
10CAC01463|SHANE CLAUSEN FOR CITY COUNCIL (NR)|NOT A REGISTERED COMMITEE|NORFOLK|NE|68701|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
05CAC00738|SHANE OSBORN FOR STATE TREASURER| PO BOX 83046|LINCOLN|NE|68501|C|09/21/2005|09/21/2005|I||||10/04/2005|||||||||01/11/2011|05/09/2006|P||
99CAC00382|SHARON WOOD FOR DAWSON COUNTY TREASURER|43221 Rd. 759,|LEXINGTON|NE|68850|C|12/10/1998|12/10/1998|I||0|I|12/10/1998|||||||||06/19/2006|11/04/1998|G||
19CAC02594|SHAVONNA HOMAN FOR OPS SCHOOL BOARD (NR|NOT REGISTERED|LINCOLN|NE|68501|C|01/01/1900||||||01/01/1900|||||||||||||
06CAC00914|SHAWN BOYD FOR LEGISLATURE #30 (NOT REGISTERED)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68526|C|05/16/2006||||||12/31/9999||||||||||01/01/0001|||
08CAC01251|SHAWN MOHR MELOTZ FOR NRD 5|10404 NO 132ND STREET|OMAHA|NE|68142|C|11/03/2008|10/30/2008|I||||10/16/2008|||||||||01/13/2009|11/04/2008|G||
99CAC00717|SHAWN TRAUDT FOR CITY COUNCIL|2510 SOUTH 36TH STREET|LINCOLN|NE|68506|C|03/04/2005|03/03/2005|I||0|I|02/23/2005|||||||||03/21/2008|04/05/2005|P||
10CAC01495|SHEEHY CAMPAIGN (NR)|1620 N STREET|LINCOLN|NE|68501|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
11CAC01599|SHEEHY FOR GOVERNOR|3220 JAMESTOWN RD|LINCOLN|NE|68516|C|12/06/2011|12/06/2011|I||||11/28/2011|||||||||02/23/2017|05/12/2012|P||
99PAC00141|SHEET METAL WORKERS LOCAL # 3 COPE|3333 S. 24TH|OMAHA|NE|68108|I|02/22/2005|02/18/2005|I||0|I|01/21/2011||||||||||05/03/2005|P||
99CAC00403|SHEILA VRANA FOR SCHOOL BOARD|123 ANYWHERE|ARLINGTON|NE|68002|C|06/28/1999|06/28/1999|I||0|I|06/28/1999||99IRC00020||THIS IS NOT A REAL COMMITTEE!!||||R|06/28/1999|06/28/1999|P|0|0
99CAC00274|SHELLEY KIEL FOR LEGISLATURE|319 South 53rd Street,|OMAHA|NE|68132|C|04/17/1996|04/17/1996|I||0|I|04/17/1996|       |          |||||||01/22/2003|11/07/2000|G|0|0
06CAC00941|SHELTON FOR GAGE COUNTY ATTORNEY (DISSOLVED)|2014 S 3RD AVE|BEATRICE|NE|68310|C|09/07/2006|09/06/2006|I||||09/05/2006|||||||||12/20/2006|11/07/2006|G||
99CAC00383|SHERI ROGERS FOR MILLARD SCHOOL BOARD|16617 Jefferson,|OMAHA|NE|68135|C|12/22/1998|12/21/1998|I||0|I|12/22/1998|       |          |||||||04/04/2000|11/04/1998|G|0|0
99CAC00366|SHIRLEY THOMLISON FOR REGISTER OF DEEDS|2701 Grand Ave. #64,|KEARNEY|NE|68847|C|10/20/1998|10/19/1998|I||0| |10/20/1998|       |          |||||||02/03/1999|11/04/1998|G|0|0
18BQC00467|SIDNEY ECONOMIC DEVELOPMENT LB840 REVISION (NR)|NOT A REGISTERED COMMITTEE|SIDNEY|NE|69162|B|12/31/9999|12/31/9999|I||||12/31/9999|||||||||||||
06CAC00836|SIEGFRIED FOR SHERIFF|1802 FIRST AVENUE|SCOTTSBLUFF|NE|69361|C|04/06/2006|04/06/2006|I||||03/31/2006|||||||||01/25/2010|05/09/2006|P||
14PAC00181|SIERRA CLUB PAC NE CHAPTER|3976 IOWA STREET (PO BOX 4664 68104)|OMAHA|NE|68112|S|10/28/2014|10/27/2014|I||||10/23/2014||||||||||11/04/2014|G||
99CAC00550|SIVICK FOR CITY COUNCIL|923 BAXTER ST.|SAINT PAUL|NE|68873|C|02/22/2001|02/21/2001|I||0|I|02/06/2001|||||||||01/29/2010|04/03/2001|G||1
09CAC01341|SKIP WOLF FOR BENNINGTON MAYOR (NR)|NOT A REGISTERED COMMITTEE|PLATTSMOUTH|NE|68048|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|P||
18CAC02436|SKY WALKER FOR NEBRASKA|5123 W KINGSLEY STREET|LINCOLN|NE|68524|C|07/09/2018|07/09/2018|I||||06/30/2018||||||||||11/08/2018|P||
99CAC00708|SLOBOTSKI FOR METRO BOARD COMMITTEE|6231 NORTH 128TH STREET|OMAHA|NE|68164|C|10/25/2004|10/22/2004|I||0||10/15/2004|||||||||01/12/2005|11/02/2004|G||
99CAC00110|SMITH FOR LEGISLATURE (DISSOLVED)|544 KRAMER STREET, P.O. BOX 760|IMPERIAL|NE|69033|C|09/30/1997|09/30/1997|I||0|I|09/30/1997|||||||||01/23/2003|05/04/1998|P||
10CAC01469|SMOYER FOR COUNTY BOARD (NOW LEGISLATURE)|6244 FREMONT ST.|LINCOLN|NE|68507|C|06/22/2010|06/22/2010|I||||07/07/2010|||||||||02/14/2014|11/02/2010|G||1
14CAC01871|SMOYER FOR NEBRASKA (LEGISLATURE 2014 AND LATER)|6244 FREMONT STREET|LINCOLN|NE|68507|C|02/14/2014|02/14/2014|I||||01/01/1900|||||||||01/10/2017|11/04/2014|G||1
19CAC02630|SNOW FOR NEBRASKA|105 N 31ST AVENUE APT 506 |OMAHA|NE|68131|C|07/15/2019|07/12/2019|I||||07/29/2019||||||||||11/03/2020|G||
10CAC01523|SONYA STEJSKAL FOR LEARNING COMM. (NR)|NOT A REGISTERED COMMITTEE|LINCOLN|NE|68509|C|12/31/9999|12/31/9999|I||||12/31/9999||||||||||12/31/9999|G||
18CAC02390|SOPINSKI FOR NRD|907 W CENTENNIAL ROAD|PAPILLION|NE|68046|C|09/26/2018|09/24/2018|I||||09/19/2018||||||||||11/06/2018|||
19CAC02634|SORRELL FOR OPS |3824 FARNAM STREET #511 |OMAHA|NE|68131|C|08/30/2019|08/28/2019|I||||08/21/2019||||||||||05/12/2020|P||
05CAC00758|SORRENTINO FOR LEGISLATURE|13295 CUMING STREET|OMAHA|NE|68154|C|11/30/2005|11/30/2005|I||||11/23/2005|||||||||03/26/2007|05/09/2006|P||
