Committee Name|Form ID|Committee ID|Postmark Date|Date Received|Microfilm Number|Recipient Name|Recipient Address|Recipient City|Recipient State|Recipient Zip|Recipient Phone|Expenditure Date|Amount|Candidate ID|Candidate Support/Oppose|Ballot Question ID|Ballot Support/Oppose|Date Last Revised|Last Revised By|Candidate/Ballot Name
NE FARM BUREAU FEDERATION PAC|10CFL004562|99PAC00055|10/25/2010|10/25/2010|8300163|KIOD Radio - Phares for Regent|PO Box 939|McCook|NE|69102|3083451981|10/25/2010|435|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004563|99PAC00055|10/25/2010|10/25/2010|8300164|KOGA Radio - Phares for Regent|PO Box 509|Ogallala|NE|69153|3082843633|10/25/2010|340|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004564|99PAC00055|10/25/2010|10/25/2010|8300165|KNEB Radio - Phares for Regent|PO Box 239|Scottsbluff|NE|69363|3086327121|10/25/2010|900|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004565|99PAC00055|10/25/2010|10/25/2010|8300166|KRVN Radio - Phares for Regent|PO Box 880|Lexington|NE|68850|3083242371|10/25/2010|1800|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004567|99PAC00055|10/25/2010|10/25/2010|8300158|KCSR Radio - Phares for Regent|226 Bordeaux Street|Chadron|NE|69337||10/22/2010|315|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004568|99PAC00055|10/25/2010|10/25/2010|8300160|KVSH Radio - Phares for Regent|126 W. 3rd|Valenine|NE|69201||10/22/2010|225|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|10CFL004569|99PAC00055|10/25/2010|10/25/2010|8300162|KBRB Radio - Phares for Regent|PO Box 285|Ainsworth|NE|69210||10/22/2010|400|06FIS10733|S |||11/04/2010|nadc06|ROBERT A PHARES
NE FARM BUREAU FEDERATION PAC|12CFL004773|99PAC00055|05/04/2012|05/04/2012|8650212|KUTT - Heidemann for Regent|414 4th St|Fairbury|NE|68352|4027293382|05/04/2012|483|99FIS09526|S |||05/11/2012|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004774|99PAC00055|05/04/2012|05/04/2012|8650213|KWBE - Heidemann for Regent|200 Sherman|Beatrice|NE|68310|4022285923|05/04/2012|286|99FIS09526|S |||05/11/2012|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004775|99PAC00055|05/04/2012|05/04/2012|8650214|KLZA - Heidemann for Regent|1602 Stone|Falls City|NE|68355|4022456010|05/04/2012|391|99FIS09526|S |||05/11/2012|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004776|99PAC00055|05/04/2012|05/04/2012|8650215|KNCY-Heidemann for Regent|814 Central Ave|Nebraska City|NE|68410|4028733348|05/04/2012|476|99FIS09526|S |||05/11/2012|nadc01|LAVON L HEIDEMANN
NE FARM BUREAU FEDERATION PAC|12CFL004814|99PAC00055|05/15/2012|05/15/2012|8660240|Twelve 28 Strategies|2443 Antler Point Drive|Henderson|NV|89074|4027701954|05/14/2012|2000|12FIS12242|S |||05/21/2012|nadc06|LARRY D ZIMMERMAN
NE FARM BUREAU FEDERATION PAC|12CFL004836|99PAC00055|10/26/2012|10/26/2012|8720129|KLCA/KTNC|1602 Stone|Falls City|NE|68355|4022452453|10/25/2012|1332|99FIS09237|S |||10/29/2012|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004837|99PAC00055|10/26/2012|10/26/2012|8720130|KNCY Radio|814 Central Ave|Nebraska City|NE|68410|4028733348|10/25/2012|924|99FIS09237|S |||10/29/2012|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004838|99PAC00055|10/26/2012|10/26/2012|8720131|KUTT|414 4th |Fairbury|NE|68352|4022285923|10/25/2012|585|99FIS09237|S |||10/29/2012|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|12CFL004839|99PAC00055|10/26/2012|10/26/2012|8720132|KWBE|200 Sherman|Beatrice|NE|68310|4022285923|10/25/2012|507|99FIS09237|S |||10/29/2012|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|16CFL005978|99PAC00055|11/04/2016|11/04/2016|9720110|LAMMERS FOR LEGISLATURE|2033 CENTRAL AVENUE|KEARNEY|NE|68847|3082374571|11/04/2016|1000|06FIS10690|S |||11/21/2016|nadc06|ROBERT A LAMMERS
NE FARM BUREAU FEDERATION PAC|18CFL006119|99PAC00055|10/23/2018|10/23/2018|1180242|DAN WATERMEIER- KLIN RADIO|4343 O STREET |LINCOLN|NE|68510|4024754567|10/22/2018|1105|99FIS09237|S |||10/31/2018|nadc06|DANIEL W WATERMEIER
NE FARM BUREAU FEDERATION PAC|18CFL006120|99PAC00055|10/23/2018|10/23/2018|1180243|MYRON DORN- KLIN RADIO|4343 O STREET |LINCOLN|NE|68510|4024754567|10/22/2018|1950|10FIS11952|S |||10/31/2018|nadc06|MYRON W DORN
NE FARM BUREAU FEDERATION PAC|18CFL006121|99PAC00055|10/23/2018|10/23/2018|1180244|MYRON DORN- KFGE RADIO|4343 O STREET|LINCOLN|NE|68510|4024754567|10/22/2018|1950|10FIS11952|S |||10/31/2018|nadc06|MYRON W DORN
NE FARM BUREAU FEDERATION PAC|18CFL006122|99PAC00055|10/23/2018|10/23/2018|1180245|MYRON DORN- KWBE RADIO|200 SHERMAN |BEATRICE|NE|68310|4022285923|10/22/2018|1200|10FIS11952|S |||10/31/2018|nadc06|MYRON W DORN
NE FARM BUREAU FEDERATION PAC|18CFL006123|99PAC00055|10/23/2018|10/23/2018|1180246|MYRON DORN- KUTT RADIO|200 SHERMAN |BEATRICE|NE|68310|4022285923|10/22/2018|1350|10FIS11952|S |||10/31/2018|nadc06|MYRON W DORN
NE FARM BUREAU FEDERATION PAC|18CFL006124|99PAC00055|10/23/2018|10/23/2018|1180247|TOM BRANDT- KLIN RADIO|4343 O STREET |LINCOLN|NE|68510|4024754567|10/22/2018|1750|18FIS14408|S |||10/31/2018|nadc06|THOMAS J BRANDT
NE FARM BUREAU FEDERATION PAC|18CFL006125|99PAC00055|10/23/2018|10/23/2018|1180248|TOM BRANDT- KFGE RADIO|4343 O STREET|LINCOLN|NE|68510|4024754567|10/22/2018|1755|18FIS14408|S |||10/31/2018|nadc06|THOMAS J BRANDT
NE FARM BUREAU FEDERATION PAC|18CFL006126|99PAC00055|10/23/2018|10/23/2018|1180249|TOM BRANDT- KWBE RADIO|200 SHERMAN |BEATRICE|NE|68310|4022285923|10/22/2018|1080|18FIS14408|S |||10/31/2018|nadc06|THOMAS J BRANDT
NE FARM BUREAU FEDERATION PAC|18CFL006127|99PAC00055|10/23/2018|10/23/2018|1180250|TOM BRANDT- KUTT RADIO|200 SHERMAN |BEATRICE|NE|68310|4022285923|10/22/2018|1215|18FIS14408|S |||10/31/2018|nadc06|THOMAS J BRANDT
NE FARM BUREAU FEDERATION PAC|18CFL006128|99PAC00055|10/23/2018|10/23/2018|1190001|DAVE MURMAN- KRVN RADIO|1007 PLUM CREEK PARKWAY|LEXINGTON|NE|68850|3083242371|10/22/2018|2600|99FIS09372|S |||10/31/2018|nadc06|DAVID L MURMAN
NE FARM BUREAU FEDERATION PAC|18CFL006129|99PAC00055|10/23/2018|10/23/2018|1190001|DAVE MURMAN- KSYZ RADIO|3532 W CAPITAL AVENUE|GRAND ISLAND |NE|68803|3083811077|10/22/2018|1500|99FIS09372|S |||10/31/2018|nadc06|DAVID L MURMAN
NE FARM BUREAU FEDERATION PAC|18CFL006130|99PAC00055|10/23/2018|10/23/2018|1190003|DAVE MURMAN- KGFW RADIO|223 CENTRAL AVENUE|KEARNEY|NE|68847|3086982100|10/22/2018|1950|99FIS09372|S |||10/31/2018|nadc06|DAVID L MURMAN
NE FARM BUREAU FEDERATION PAC|18CFL006131|99PAC00055|10/23/2018|10/23/2018|1190004|BEN HANSEN- KTIC RADIO|1011 N LINCOLN STREET|WEST POINT|NE|68788|4023725423|10/22/2018|1300|14FIS12862|S |||10/31/2018|nadc06|MATTHEW V HANSEN
NE FARM BUREAU FEDERATION PAC|18CFL006132|99PAC00055|10/23/2018|10/23/2018|1190005|BEN HANSEN- KBLR RADIO|1015 S HWY 30|BLAIR|NE|68008|4024265267|10/22/2018|1200|14FIS12862|S |||10/31/2018|nadc06|MATTHEW V HANSEN
NE FARM BUREAU FEDERATION PAC|18CFL006133|99PAC00055|10/23/2018|10/23/2018|1190006|TIM GRAGERT-WNAX RADIO|1609 EAST HWY 50|YANKTON|SD|57078|6056657442|10/22/2018|3442.5|18FIS14098|S |||10/31/2018|nadc06|TIMOTHY J GRAGERT
NE FARM BUREAU FEDERATION PAC|18CFL006134|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-ROBERT CLEMENTS|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.82|17FIS13823|S |||10/31/2018|nadc06|ROBERT K CLEMENTS
NE FARM BUREAU FEDERATION PAC|18CFL006135|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING- THERESA THIBODEAU|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|17FIS13976|S |||10/31/2018|nadc06|THERESA L THIBODEAU
NE FARM BUREAU FEDERATION PAC|18CFL006137|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-BEN HANSEN|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|18FIS14174|S |||10/31/2018|nadc06|BENJAMIN W HANSEN
NE FARM BUREAU FEDERATION PAC|18CFL006139|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-BRETT LINDSTROM|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|13FIS12707|S |||10/31/2018|nadc06|BRETT R LINDSTROM
NE FARM BUREAU FEDERATION PAC|18CFL006141|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-JOHN MCCOLLISTER|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|99FIS00279|S |||10/31/2018|nadc06|JOHN S MCCOLLISTER
NE FARM BUREAU FEDERATION PAC|18CFL006143|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING- DOUGLAS OERTWICH|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|10FIS11929|S |||10/31/2018|nadc06|DOUGLAS A OERTWICH
NE FARM BUREAU FEDERATION PAC|18CFL006145|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-MATT WILLIAMS|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|13FIS12730|S |||10/31/2018|nadc06|MATTHEW H WILLIAMS
NE FARM BUREAU FEDERATION PAC|18CFL006147|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-MARK KOLTERMAN|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|13FIS12675|S |||10/31/2018|nadc06|MARK A KOLTERMAN
NE FARM BUREAU FEDERATION PAC|18CFL006148|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-MYRON DORN|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|10FIS11952|S |||10/31/2018|nadc06|MYRON W DORN
NE FARM BUREAU FEDERATION PAC|18CFL006149|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING- THOMAS BRANDT|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|18FIS14408|S |||10/31/2018|nadc06|THOMAS J BRANDT
NE FARM BUREAU FEDERATION PAC|18CFL006150|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING- CURT FRIESEN|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|05FIS10062|S |||10/31/2018|nadc06|CURTIS J FRIESEN
NE FARM BUREAU FEDERATION PAC|18CFL006151|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-DAVE MURMAN|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|99FIS09372|S |||10/31/2018|nadc06|DAVID L MURMAN
NE FARM BUREAU FEDERATION PAC|18CFL006152|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-TIMOTHY GRAGERT|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|18FIS14098|S |||10/31/2018|nadc06|TIMOTHY J GRAGERT
NE FARM BUREAU FEDERATION PAC|18CFL006153|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-MICHAEL GROENE|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|10FIS11855|S |||10/31/2018|nadc06|MICHAEL K GROENE
NE FARM BUREAU FEDERATION PAC|18CFL006154|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-DAN HUGHES|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|06FIS10703|S |||10/31/2018|nadc06|DANIEL J HUGHES
NE FARM BUREAU FEDERATION PAC|18CFL006155|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-JOHN STINNER|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|14FIS12799|S |||10/31/2018|nadc06|JOHN P STINNER
NE FARM BUREAU FEDERATION PAC|18CFL006156|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-ED SCHROCK|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|99FIS03872|S |||10/31/2018|nadc06|EDWARD J SCHROCK
NE FARM BUREAU FEDERATION PAC|18CFL006157|99PAC00055|10/24/2018|10/24/2018|1190007|FIRESPRING-DAN WATERMEIER|1201 INFINITY COURT|LINCOLN|NE|68512|4024370000|10/24/2018|381.83|99FIS09237|S |||10/31/2018|nadc06|DANIEL W WATERMEIER
NE INSURANCE AND FINANCIAL ADVISORS PAC|06CFL000362|99PAC00030|04/25/2006|04/25/2006||Nabity for Governor|1642 S 152nd Street|Omaha|NE|68144|4023910222|04/25/2006|1000|99FIS09454|S |||04/25/2006|nadc06|DAVID R NABITY
NE PHARM PAC|06CFL001627|99PAC00040|10/26/2006|10/27/2006|0|Governor Heineman Committee|1620 N Street|Lincoln|NE|68508||10/25/2006|1000|99FIS05555|S |||10/30/2006|nadc01|DAVID E HEINEMAN
NE REALTORS PAC|10CFL004496|99PAC00064|05/04/2010|05/04/2010|0||||AL|||05/04/2010|1500|05FIS10057|S |||05/04/2010|nadc06|DANIELLE M CONRAD
NE REALTORS PAC|10CFL004497|99PAC00064|05/04/2010|05/04/2010|0||||AL|||05/04/2010|1000|07FIS10945|S |||05/04/2010|nadc06|KENNETH E SCHILZ
NE REALTORS PAC|12CFL004834|99PAC00064|10/26/2012|10/26/2012|8720133||||AL|||10/25/2012|2500|99FIS00249|S |||10/29/2012|nadc06|BRENDA J COUNCIL
NE RESEARCH PAC|08CFL003224|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Jerry Joy for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|08FIS11251|S |||11/10/2008|nadc06|JERRY D JOY
NE RESEARCH PAC|08CFL003225|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Brenda Council for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|99FIS00249|S |||11/10/2008|nadc06|BRENDA J COUNCIL
NE RESEARCH PAC|08CFL003226|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Tanya Cook for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|07FIS10954|S |||11/10/2008|nadc06|TANYA D COOK
NE RESEARCH PAC|08CFL003228|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Lorenzen 2008|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|08FIS10973|S |||11/10/2008|nadc06|CARL A LORENZEN
NE RESEARCH PAC|08CFL003229|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Ken Haar for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|08FIS11036|S |||11/10/2008|nadc06|KENNETH W HAAR
NE RESEARCH PAC|08CFL003230|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Kathy Campbell for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|99FIS00043|S |||11/10/2008|nadc06|KATHY   CAMPBELL
NE RESEARCH PAC|08CFL003231|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Citizens for Marvin|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|99FIS09822|S |||11/10/2008|nadc06|DANIEL K MARVIN
NE RESEARCH PAC|08CFL003232|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Susan Scott for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|07FIS10965|S |||11/10/2008|nadc06|SUSAN M SCOTT
NE RESEARCH PAC|08CFL003233|05PAC00146|10/31/2008|10/31/2008|7840152|US Postal Service - Chuck Shoemaker for Legislature|700 R Street|Lincoln|NE|68508|4024731602|10/29/2008|245.47|08FIS11065|S |||11/10/2008|nadc06|DON   (CHUCK) C SHOEMAKER
NE RESEARCH PAC|08CFL003234|05PAC00146|10/31/2008|10/31/2008|7840152|U.S. Postal Service - Hadley for Legislature|700 R Street|Lincoln|NE|68508||10/29/2008|245.45|99FIS09358|S |||11/10/2008|nadc06|GALEN D HADLEY
NE RIGHT TO LIFE PAC|06CFL002184|99PAC00067|11/01/2006|11/02/2006||UNITED STATES POST OFFICE|700 R ST |LINCOLN|NE|68508||10/30/2006|703.32|06FIS10352|O |||11/06/2006|nadc06|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002185|99PAC00067|11/01/2006|11/02/2006||USPS|700 R ST|LINCOLN|NE|68508||10/30/2006|703.32|99FIS04973|S |||11/06/2006|nadc06|RANDOLPH M FERLIC
NE RIGHT TO LIFE PAC|06CFL002186|99PAC00067|11/01/2006|11/02/2006|7400026|NEWS LINK|1845 S 11TH ST |LINCOLN|NE|68502|4024756397|10/30/2006|373.8|06FIS10352|O |||12/26/2006|nadc05|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002187|99PAC00067|11/01/2006|11/02/2006||NEWS LINK|1845 S 11TH ST|LINCOLN|NE|68502|4024756397|10/30/2006|373.8|99FIS04973|S |||11/06/2006|nadc06|RANDOLPH M FERLIC
NE RIGHT TO LIFE PAC|06CFL002188|99PAC00067|11/01/2006|11/02/2006||MILLER MAILING|5005 S 16TH ST |LINCOLN|NE|68512|4024236482|10/30/2006|524.06|06FIS10352|O |||11/06/2006|nadc06|CAROL L RUSSELL
NE RIGHT TO LIFE PAC|06CFL002189|99PAC00067|11/01/2006|11/02/2006||MILLER MAILING|5005 S 16TH ST|LINCOLN|NE|68512|4024236482|10/30/2006|524.06|99FIS04973|S |||11/06/2006|nadc06|RANDOLPH M FERLIC
NE STATE EDUCATION ASSOCIATION PAC|06CFL000399|99PAC00069|05/08/2006|05/09/2006|7300157|Omaha Print -OSBORNE|4700 f street|Omaha|NE|68117|4024774100|05/05/2006|4738|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000400|99PAC00069|05/08/2006|05/09/2006|7300156|Clark Creative Group -OSBORNE|514 s 13th st suite 100|Omaha|NE|68102||05/04/2006|53400|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000401|99PAC00069|05/08/2006|05/09/2006|7300155|GP Direct -OSBORNE2|8877 s 137th circle|Omaha|NE|68138||05/04/2006|12199.04|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000402|99PAC00069|05/08/2006|05/09/2006|7300154|Politicalcalling.com -OSBORNE3|712 5th st suite e|davis|CA|95616|5307588864|05/05/2006|1777.72|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000403|99PAC00069|05/08/2006|05/09/2006|7300153|GP Direct -OSBORNE1|8877 s 137th circle|omaha|NE|68138|4023302233|05/05/2006|813.84|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000404|99PAC00069|05/08/2006|05/09/2006|7300152|Politicalcalling.com -OSBORNE2|712 5th st suite e|davis|CA|95616|5307588864|05/06/2006|1654.08|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000405|99PAC00069|05/08/2006|05/09/2006|7300151|Politicalcalling.com -OSBORNE1|712 5th st suite e|davis|CA|95616|5307588864|05/07/2006|1373.2|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000410|99PAC00069|05/09/2006|05/10/2006|7300159|Hudson Bay Company -OSBORNE1|941 o street suite 625|lincoln|NE|68508|4024761010|05/09/2006|6880|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000411|99PAC00069|05/09/2006|05/10/2006|7300158|Politicalcalling.com -OSBORNE4|712 5th st suite e|davis|NE|95616|5307588864|05/08/2006|1306.82|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000412|99PAC00069|05/10/2006|05/11/2006|7300160|Hudson Bay Company -OSBORNE2|941 o street suite 625|lincoln|NE|68508|4024761010|05/09/2006|7558|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL000418|99PAC00069|05/11/2006|05/12/2006|7300164|Hudson Bay Company -OSBORNE3|941 o street  suite 625|lincoln|NE|68508|4024761010|05/09/2006|7558|05FIS09998|S |||07/17/2008|nadc06|TOM   OSBORNE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002194|99PAC00069|11/03/2006|11/06/2006||HUDSON BAY COMPANY -GARRISON|941 O ST STE 625|LINCOLN|NE|68508|4024761010|11/02/2006|2000|05FIS09916|S |||07/17/2008|nadc06|WAYNE L GARRISON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002195|99PAC00069|11/03/2006|11/06/2006||HUDSON BAY COMPANY -ADAMS|941 O ST STE 625|LINCOLN|NE|68508|4024757611|11/02/2006|2000|05FIS10026|S |||07/17/2008|nadc06|GREG L ADAMS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002196|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -WHITE1|2852 CONNECTICUT AVE NW |WASHINGTON|DC|20008|2026674400|11/01/2006|3905.17|05FIS10042|S |||07/17/2008|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002197|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC  -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/01/2006|1801.45|05FIS09994|S |||07/17/2008|nadc06|WILLIAM (BILL)  P AVERY
NE STATE EDUCATION ASSOCIATION PAC|06CFL002198|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/02/2006|1113.32|05FIS10037|S |||07/17/2008|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002199|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/02/2006|2160.77|06FIS10118|S |||07/17/2008|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002200|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/02/2006|1113.32|05FIS10091|S |||07/17/2008|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002201|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/02/2006|1113.32|05FIS10057|S |||07/17/2008|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002202|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/02/2006|1113.32|05FIS10085|S |||07/17/2008|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002203|99PAC00069|11/03/2006|11/06/2006||FIELDWORKS, INC -WHITE2|2852 CONNECTICUT AVE NW |WASHINGTON|DC|20008|2026674400|11/02/2006|2776.84|05FIS10042|S |||07/17/2008|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002207|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -NANTKES|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/05/2006|2950.4|05FIS10057|S |||07/17/2008|nadc06|DANIELLE M CONRAD
NE STATE EDUCATION ASSOCIATION PAC|06CFL002208|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -DUBAS|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/04/2006|2069.57|05FIS10037|S |||07/17/2008|nadc06|ANNETTE  DUBAS
NE STATE EDUCATION ASSOCIATION PAC|06CFL002209|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -WALLMAN|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/04/2006|2872.46|05FIS10091|S |||07/17/2008|nadc06|NORMAN T WALLMAN
NE STATE EDUCATION ASSOCIATION PAC|06CFL002210|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -ANDERSON|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/04/2006|2738.4|05FIS10085|S |||07/17/2008|nadc06|LYNNE S ANDERSON
NE STATE EDUCATION ASSOCIATION PAC|06CFL002211|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -KARPISEK|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/03/2006|885.25|06FIS10118|S |||07/17/2008|nadc06|RUSSELL J KARPISEK
NE STATE EDUCATION ASSOCIATION PAC|06CFL002212|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -WHITE|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/03/2006|2697.29|05FIS10042|S |||07/17/2008|nadc06|THOMAS M WHITE
NE STATE EDUCATION ASSOCIATION PAC|06CFL002213|99PAC00069|11/07/2006|11/07/2006||FIELDWORKS, INC -AVERY|2852 CONNECTICUT AVE NW|WASHINGTON|DC|20008|2026674400|11/03/2006|1369.8|05FIS09994|S |||07/17/2008|nadc06|WILLIAM (BILL)  P AVERY
